iter	Passed	Remaining
1662	904506	727194
1663	905530	727036
1664	906446	726790
1665	907558	726700
1666	908544	726508
1667	909538	726322
1668	910465	726081
1669	911525	725945
1670	912364	725633
1671	913491	725548
1672	914508	725375
1673	915442	725135
1674	916578	725054
1675	917492	724796
1676	918566	724665
1677	919483	724408
1678	920481	724214
1679	921507	724041
1680	922476	723823
1681	923183	723398
1682	924238	723245
1683	925395	723171
1684	926428	722999
1685	927383	722765
1686	928635	722761
1687	929638	722562
1688	930655	722373
1689	931551	722090
1690	932499	721845
1691	933394	721560
1692	934556	721479
1693	935532	721254
1694	936406	720950
1695	937394	720732
1696	938485	720593
1697	939420	720333
1698	940493	720177
1699	941458	719938
1700	942255	719570
1701	943475	719524
1702	944425	719272
1703	945428	719058
1704	946426	718840
1705	947262	718497
1706	948492	718454
1707	949420	718179
1708	950611	718103
1709	951589	717866
1710	952607	717656
1711	953561	717399
1712	954530	717151
1713	955567	716954
1714	956580	716738
1715	957624	716544
1716	958544	716256
1717	959531	716018
1718	960452	715729
1719	961671	715662
1720	962644	715411
1721	963743	715252
1722	964562	714884
1723	965887	714890
1724	966928	714685
1725	967959	714472
1726	969075	714321
1727	970088	714093
1728	971116	713874
1729	972242	713726
1730	973052	713346
1731	974400	713360
1732	975300	713044
1733	976541	712976
1734	977591	712768
1735	978624	712546
1736	979452	712175
1737	980684	712096
1738	981701	711860
1739	982740	711639
1740	983999	711577
1741	984986	711316
1742	985929	711022
1743	986920	710763
1744	987898	710494
1745	988948	710275
1746	989744	709874
1747	990807	709662
1748	992038	709571
1749	992809	709149
1750	994068	709075
1751	995020	708781
1752	996190	708641
1753	997164	708361
1754	998219	708138
1755	999335	707957
1756	1000387	707729
1757	1001462	707518
1758	1002546	707311
1759	1003658	707122
1760	1004570	706793
1761	1005369	706383
1762	1006711	706354
1763	1007775	706128
1764	1008884	705933
1765	1009883	705660
1766	1011321	705693
1767	1012317	705415
1768	1013286	705118
1769	1014317	704864
1770	1015284	704565
1771	1016666	704552
1772	1017871	704415
1773	1018921	704169
1774	1020029	703963
1775	1021139	703758
1776	1022230	703538
1777	1023202	703235
1778	1024138	702908
1779	1025386	702792
1780	1026527	702603
1781	1027656	702404
1782	1028539	702037
1783	1029810	701933
1784	1030806	701641
1785	1031801	701347
1786	1032876	701107
1787	1034102	700968
1788	1035126	700692
1789	1036206	700452
1790	1037196	700151
1791	1038530	700081
1792	1039698	699897
1793	1040867	699713
1794	1041845	699400
1795	1042675	698987
1796	1043656	698674
1797	1044796	698467
1798	1046558	698675
1799	1049027	699351
1800	1050820	699574
1801	1052798	699918
1802	1054956	700378
1803	1057556	701129
1804	1060031	701793
1805	1061902	702055
1806	1064840	703018
1807	1066385	703059
1808	1068128	703228
1809	1069797	703347
1810	1071326	703372
1811	1073079	703541
1812	1075312	704023
1813	1077228	704296
1814	1079267	704645
1815	1080884	704717
1816	1082270	704637
1817	1083589	704512
1818	1085740	704925
1819	1087304	704955
1820	1088919	705017
1821	1090920	705325
1822	1092312	705239
1823	1094135	705429
1824	1096262	705813
1825	1097952	705912
1826	1100234	706390
1827	1101703	706343
1828	1103785	706688
1829	1105653	706893
1830	1107813	707282
1831	1109737	707518
1832	1111627	707730
1833	1112892	707542
1834	1114745	707726
1835	1116353	707753
1836	1118021	707816
1837	1119671	707866
1838	1121386	707955
1839	1123407	708235
1840	1124909	708185
1841	1126628	708271
1842	1128307	708329
1843	1129342	707982
1844	1130815	707908
1845	1132798	708152
1846	1134299	708092
1847	1135981	708144
1848	1137655	708189
1849	1140061	708686
1850	1141962	708867
1851	1143571	708866
1852	1145239	708898
1853	1147077	709034
1854	1148950	709190
1855	1150625	709222
1856	1152463	709351
1857	1153997	709292
1858	1155512	709220
1859	1157178	709238
1860	1158957	709324
1861	1160853	709479
1862	1162701	709603
1863	1164495	709692
1864	1165866	709521
1865	1168111	709881
1866	1170532	710344
1867	1172194	710344
1868	1173895	710366
1869	1175917	710581
1870	1177944	710796
1871	1179947	710994
1872	1181543	710944
1873	1183204	710932
1874	1184808	710884
1875	1186955	711160
1876	1188608	711138
1877	1190164	711056
1878	1191545	710868
1879	1193492	711016
1880	1195064	710939
1881	1196848	710986
1882	1198432	710913
1883	1199987	710820
1884	1201507	710705
1885	1203038	710596
1886	1204605	710506
1887	1205849	710225
1888	1207697	710297
1889	1209281	710212
1890	1210616	709980
1891	1212134	709854
1892	1213987	709923
1893	1215508	709795
1894	1217047	709676
1895	1218423	709461
1896	1220003	709364
1897	1221813	709398
1898	1223244	709211
1899	1224783	709084
1900	1226053	708802
1901	1228143	708991
1902	1229318	708650
1903	1232058	709210
1904	1233972	709291
1905	1236505	709725
1906	1238590	709900
1907	1240055	709717
1908	1241674	709621
1909	1243069	709395
1910	1244434	709151
1911	1246232	709153
1912	1247772	709006
1913	1249390	708902
1914	1251030	708808
1915	1252525	708631
1916	1254788	708886
1917	1256144	708627
1918	1258530	708948
1919	1260338	708940
1920	1262878	709341
1921	1265174	709603
1922	1267327	709782
1923	1270129	710321
1924	1272299	710505
1925	1274686	710806
1926	1277189	711169
1927	1279644	711503
1928	1281204	711337
1929	1283338	711488
1930	1285416	711605
1931	1289320	712730
1932	1290737	712476
1933	1292748	712549
1934	1294760	712620
1935	1297030	712830
1936	1298969	712857
1937	1301083	712977
1938	1302858	712910
1939	1304644	712847
1940	1306726	712943
1941	1308823	713046
1942	1310608	712976
1943	1313620	713571
1944	1315517	713558
1945	1317166	713408
1946	1318762	713229
1947	1320693	713228
1948	1322543	713182
1949	1324888	713401
1950	1327395	713704
1951	1329672	713881
1952	1331697	713921
1953	1333530	713854
1954	1335435	713826
1955	1338067	714183
1956	1340243	714294
1957	1342199	714285
1958	1343845	714111
1959	1345561	713971
1960	1348614	714538
1961	1350293	714375
1962	1352224	714343
1963	1354781	714640
1964	1357328	714928
1965	1359325	714924
1966	1361925	715235
1967	1364470	715514
1968	1366370	715453
1969	1368763	715647
1970	1370502	715498
1971	1372177	715313
1972	1373831	715116
1973	1375866	715115
1974	1378115	715224
1975	1380184	715237
1976	1382200	715220
1977	1383920	715048
1978	1385936	715028
1979	1388505	715290
1980	1390920	715471
1981	1392713	715329
1982	1394573	715219
1983	1396445	715115
1984	1398148	714922
1985	1400278	714945
1986	1402535	715031
1987	1404724	715080
1988	1406608	714972
1989	1408324	714777
1990	1410218	714671
1991	1412605	714812
1992	1414599	714752
1993	1416578	714683
1994	1418489	714577
1995	1420934	714738
1996	1423299	714856
1997	1425081	714680
1998	1427208	714675
1999	1429207	714603
2000	1431249	714551
2001	1433162	714433
2002	1435021	714286
2003	1437106	714250
2004	1439121	714177
2005	1441155	714111
2006	1442512	713709
2007	1444260	713499
2008	1445844	713206
2009	1447111	712756
2010	1449091	712656
2011	1450783	712412
2012	1452298	712080
2013	1454850	712255
2014	1456506	711989
2015	1458412	711844
2016	1460659	711863
2017	1462286	711578
2018	1464295	711478
2019	1466576	711507
2020	1468387	711306
2021	1470591	711295
2022	1472438	711108
2023	1473867	710718
2024	1475258	710309
2025	1477392	710257
2026	1478811	709858
2027	1480395	709538
2028	1482117	709283
2029	1483716	708968
2030	1485224	708607
2031	1487097	708420
2032	1488992	708241
2033	1491442	708325
2034	1493459	708200
2035	1495064	707879
2036	1496622	707534
2037	1498821	707490
2038	1500928	707402
2039	1502714	707159
2040	1505129	707211
2041	1507164	707083
2042	1509085	706898
2043	1510450	706453
2044	1512924	706524
2045	1514732	706282
2046	1517338	706411
2047	1520006	706565
2048	1522212	706502
2049	1524542	706495
2050	1526820	706461
2051	1528425	706114
2052	1530030	705766
2053	1532156	705657
2054	1534137	705479
2055	1535584	705054
2056	1536449	704361
2057	1538020	703991
2058	1539122	703406
2059	1540320	702864
2060	1541749	702427
2061	1543241	702017
2062	1544626	701558
2063	1545719	700965
2064	1546966	700442
2065	1548083	699859
2066	1549318	699329
2067	1550438	698747
2068	1552169	698438
2069	1553421	697914
2070	1554609	697359
2071	1555813	696812
2072	1557153	696324
2073	1558326	695761
2074	1559651	695266
2075	1560728	694659
2076	1561397	693871
2077	1562460	693257
2078	1563705	692723
2079	1564829	692136
2080	1566233	691671
2081	1567325	691068
2082	1568553	690524
2083	1569765	689973
2084	1570994	689429
2085	1572327	688929
2086	1573493	688356
2087	1574802	687844
2088	1576126	687339
2089	1577622	686907
2090	1578904	686381
2091	1580374	685936
2092	1581744	685447
2093	1583769	685241
2094	1585764	685020
2095	1587699	684770
2096	1589790	684588
2097	1591209	684113
2098	1592662	683653
2099	1594664	683427
2100	1597199	683428
2101	1599284	683233
2102	1601309	683012
2103	1602933	682618
2104	1604210	682075
2105	1605438	681510
2106	1606623	680927
2107	1608067	680453
2108	1609484	679967
2109	1611423	679699
2110	1613191	679358
2111	1615126	679087
2112	1616767	678690
2113	1618509	678334
2114	1620513	678087
2115	1622546	677850
2116	1624204	677455
2117	1626097	677156
2118	1628042	676878
2119	1630027	676615
2120	1631787	676256
2121	1633544	675896
2122	1635924	675791
2123	1638151	675621
2124	1639813	675217
2125	1641884	674979
2126	1644034	674773
2127	1646090	674525
2128	1648027	674228
2129	1649929	673914
2130	1652075	673699
2131	1654273	673503
2132	1656136	673169
2133	1658441	673013
2134	1660956	672940
2135	1662929	672645
2136	1664884	672342
2137	1666554	671922
2138	1668310	671535
2139	1670960	671507
2140	1672907	671194
2141	1675218	671025
2142	1677454	670825
2143	1679287	670461
2144	1681909	670411
2145	1683808	670071
2146	1685868	669793
2147	1688023	669551
2148	1690120	669284
2149	1692004	668931
2150	1693861	668567
2151	1697125	668755
2152	1698842	668332
2153	1700545	667902
2154	1702389	667526
2155	1704152	667117
2156	1706427	666907
2157	1708038	666435
2158	1709213	665793
2159	1711297	665504
2160	1713020	665073
2161	1715191	664815
2162	1717299	664530
2163	1719042	664103
2164	1721001	663758
2165	1722708	663314
2166	1724619	662947
2167	1726801	662683
2168	1728788	662343
2169	1731133	662138
2170	1733323	661872
2171	1735201	661485
2172	1737053	661087
2173	1739109	660765
2174	1741387	660526
2175	1743421	660192
2176	1745436	659850
2177	1747604	659564
2178	1749787	659281
2179	1751619	658866
2180	1753757	658563
2181	1755966	658286
2182	1757869	657892
2183	1759479	657387
2184	1760697	656736
2185	1762099	656152
2186	1763620	655611
2187	1765505	655205
2188	1767345	654781
2189	1769685	654541
2190	1771762	654201
2191	1773932	653894
2192	1775932	653523
2193	1778145	653229
2194	1780453	652968
2195	1782240	652514
2196	1783816	651982
2197	1785844	651613
2198	1787936	651267
2199	1789831	650847
2200	1791664	650404
2201	1793781	650062
2202	1795822	649691
2203	1797349	649133
2204	1799371	648752
2205	1800985	648224
2206	1803510	648021
2207	1805626	647670
2208	1807691	647299
2209	1809667	646894
2210	1811534	646449
2211	1813452	646021
2212	1815076	645487
2213	1817160	645116
2214	1819182	644721
2215	1821357	644379
2216	1823902	644165
2217	1826219	643869
2218	1828373	643515
2219	1830371	643103
2220	1832554	642755
2221	1834332	642264
2222	1835987	641728
2223	1838403	641457
2224	1840404	641039
2225	1842314	640589
2226	1844289	640159
2227	1846371	639766
2228	1848431	639363
2229	1850269	638882
2230	1852514	638540
2231	1854151	637987
2232	1856362	637630
2233	1858392	637210
2234	1860505	636817
2235	1862572	636406
2236	1864353	635896
2237	1866243	635423
2238	1868459	635059
2239	1870474	634625
2240	1872628	634236
2241	1874756	633838
2242	1876830	633419
2243	1878626	632906
2244	1880551	632434
2245	1882484	631964
2246	1884671	631578
2247	1886815	631176
2248	1889046	630801
2249	1890992	630330
2250	1892453	629696
2251	1894498	629256
2252	1896999	628965
2253	1899284	628600
2254	1901165	628101
2255	1903278	627677
2256	1905613	627324
2257	1907483	626817
2258	1909477	626349
2259	1911656	625940
2260	1913361	625375
2261	1915238	624865
2262	1917231	624392
2263	1919149	623893
2264	1920741	623286
2265	1922935	622874
2266	1924882	622381
2267	1926967	621931
2268	1928823	621406
2269	1930752	620902
2270	1932816	620441
2271	1935293	620111
2272	1937565	619713
2273	1939335	619154
2274	1941665	618772
2275	1943551	618247
2276	1945840	617849
2277	1948041	617421
2278	1950194	616976
2279	1952192	616481
2280	1954335	616031
2281	1956612	615621
2282	1958755	615167
2283	1960599	614618
2284	1962694	614147
2285	1964532	613594
2286	1966359	613036
2287	1968603	612607
2288	1971073	612246
2289	1973069	611737
2290	1975342	611312
2291	1977291	610786
2292	1979496	610337
2293	1981566	609845
2294	1983786	609398
2295	1985808	608888
2296	1987805	608370
2297	1990097	607941
2298	1991805	607331
2299	1993907	606841
2300	1995931	606326
2301	1998170	605874
2302	2000163	605346
2303	2002485	604917
2304	2004630	604433
2305	2006794	603952
2306	2008701	603394
2307	2010868	602912
2308	2012830	602367
2309	2015234	601953
2310	2017399	601466
2311	2019592	600985
2312	2021732	600488
2313	2023718	599944
2314	2025409	599311
2315	2027882	598908
2316	2029479	598245
2317	2032490	597997
2318	2034500	597453
2319	2036855	597009
2320	2038833	596453
2321	2040853	595908
2322	2043109	595430
2323	2044391	594668
2324	2046415	594120
2325	2048327	593539
2326	2050369	592994
2327	2051946	592314
2328	2053941	591753
2329	2055846	591166
2330	2057695	590561
2331	2059706	590001
2332	2061661	589424
2333	2063592	588840
2334	2064757	588035
2335	2065974	587246
2336	2067447	586528
2337	2069140	585873
2338	2070305	585067
2339	2071801	584354
2340	2073825	583789
2341	2076213	583325
2342	2078387	582800
2343	2080806	582341
2344	2082978	581812
2345	2085419	581357
2346	2087508	580802
2347	2089445	580203
2348	2091661	579681
2349	2094025	579198
2350	2096031	578615
2351	2098224	578082
2352	2100491	577568
2353	2102566	576999
2354	2104691	576444
2355	2106738	575865
2356	2109009	575347
2357	2111134	574787
2358	2113482	574286
2359	2115594	573720
2360	2117933	573214
2361	2120079	572654
2362	2122303	572114
2363	2124137	571468
2364	2126439	570946
2365	2128587	570382
2366	2130873	569853
2367	2133167	569325
2368	2135177	568719
2369	2137568	568214
2370	2139930	567699
2371	2141925	567086
2372	2144309	566574
2373	2146442	565995
2374	2148529	565402
2375	2151089	564932
2376	2152910	564267
2377	2155076	563691
2378	2157465	563172
2379	2159580	562579
2380	2161654	561975
2381	2164193	561491
2382	2166221	560872
2383	2168930	560428
2384	2171163	559859
2385	2172677	559104
2386	2175785	558758
2387	2179353	558527
2388	2181115	557832
2389	2183872	557390
2390	2185979	556780
2391	2187711	556073
2392	2190105	555534
2393	2191919	554846
2394	2194126	554257
2395	2196672	553752
2396	2198928	553172
2397	2201617	552699
2398	2204524	552279
2399	2206774	551693
2400	2209891	551322
2401	2212046	550709
2402	2214554	550182
2403	2216692	549562
2404	2219090	549005
2405	2221312	548403
2406	2223439	547777
2407	2226203	547305
2408	2228700	546767
2409	2230900	546154
2410	2232988	545512
2411	2235113	544878
2412	2238399	544525
2413	2240585	543903
2414	2242455	543203
2415	2244265	542488
2416	2245653	541669
2417	2246972	540834
2418	2248613	540076
2419	2250120	539285
2420	2251411	538441
2421	2252681	537592
2422	2253633	536668
2423	2255415	535940
2424	2256820	535122
2425	2258064	534265
2426	2259388	533427
2427	2260754	532599
2428	2262183	531785
2429	2262992	530825
2430	2264068	529928
2431	2265311	529069
2432	2266610	528223
2433	2268072	527415
2434	2269502	526599
2435	2270731	525735
2436	2272341	524960
2437	2273835	524157
2438	2275311	523349
2439	2276971	522583
2440	2278365	521755
2441	2279467	520861
2442	2281093	520085
2443	2282475	519253
2444	2283931	518438
2445	2285273	517596
2446	2286766	516788
2447	2288096	515943
2448	2289477	515109
2449	2290778	514256
2450	2292113	513411
2451	2293604	512599
2452	2294917	511748
2453	2296301	510913
2454	2297662	510071
2455	2299042	509234
2456	2300560	508426
2457	2301953	507590
2458	2303513	506791
2459	2304942	505963
2460	2306090	505072
2461	2307742	504291
2462	2309136	503453
2463	2310736	502660
2464	2312067	501807
2465	2313634	501006
2466	2315083	500178
2467	2316489	499340
2468	2317918	498507
2469	2319343	497672
2470	2320741	496832
2471	2322047	495971
2472	2323623	495167
2473	2325088	494339
2474	2326560	493512
2475	2327762	492628
2476	2329354	491825
2477	2330656	490961
2478	2332106	490127
2479	2333613	489306
2480	2334644	488383
2481	2336377	487608
2482	2338031	486815
2483	2339315	485944
2484	2340892	485134
2485	2342387	484306
2486	2343614	483423
2487	2345257	482625
2488	2346742	481794
2489	2348277	480972
2490	2349720	480131
2491	2351267	479311
2492	2352720	478471
2493	2354134	477623
2494	2355468	476758
2495	2356853	475903
2496	2358487	475097
2497	2359608	474188
2498	2361137	473361
2499	2362642	472528
2500	2364075	471680
2501	2365534	470837
2502	2367090	470013
2503	2368533	469166
2504	2369993	468322
2505	2371351	467457
2506	2373027	466654
2507	2374583	465827
2508	2375872	464947
2509	2377235	464081
2510	2378586	463213
2511	2380171	462389
2512	2381639	461543
2513	2383085	460691
2514	2384643	459861
2515	2386017	458995
2516	2387608	458170
2517	2389129	457331
2518	2390596	456481
2519	2392035	455625
2520	2393412	454757
2521	2394683	453869
2522	2396435	453071
2523	2397394	452123
2524	2398222	451150
2525	2399974	450351
2526	2401379	449486
2527	2402731	448611
2528	2404391	447792
2529	2405806	446928
2530	2407001	446022
2531	2408554	445183
2532	2409519	444234
2533	2410454	443280
2534	2411709	442384
2535	2413121	441517
2536	2414518	440647
2537	2415984	439789
2538	2417289	438901
2539	2418669	438026
2540	2419636	437077
2541	2421625	436311
2542	2422895	435416
2543	2424504	434580
2544	2425914	433709
2545	2427456	432861
2546	2428913	431997
2547	2430430	431143
2548	2431946	430289
2549	2433382	429420
2550	2434818	428550
2551	2436195	427670
2552	2437731	426817
2553	2439072	425930
2554	2440235	425011
2555	2441711	424147
2556	2442796	423214
2557	2444899	422457
2558	2446429	421600
2559	2447949	420741
2560	2449173	419830
2561	2450388	418918
2562	2451544	417996
2563	2452875	417103
2564	2454271	416221
2565	2455614	415329
2566	2456875	414424
2567	2458275	413541
2568	2459832	412684
2569	2461320	411816
2570	2462886	410960
2571	2464260	410071
2572	2465824	409213
2573	2466942	408281
2574	2468821	407475
2575	2470106	406570
2576	2471750	405723
2577	2473236	404851
2578	2474553	403950
2579	2476007	403070
2580	2477628	402218
2581	2479112	401343
2582	2480735	400490
2583	2482049	399586
2584	2483633	398726
2585	2484963	397824
2586	2486739	396993
2587	2488164	396106
2588	2489325	395176
2589	2491060	394337
2590	2492255	393412
2591	2494147	392597
2592	2495643	391718
2593	2497112	390835
2594	2498525	389943
2595	2499820	389032
2596	2501492	388179
2597	2502943	387291
2598	2504472	386415
2599	2506011	385540
2600	2507541	384663
2601	2509095	383789
2602	2510640	382913
2603	2512236	382045
2604	2513784	381168
2605	2515352	380295
2606	2516921	379420
2607	2518334	378522
2608	2519953	377654
2609	2520968	376696
2610	2522999	375889
2611	2524593	375016
2612	2526036	374120
2613	2527868	373281
2614	2529295	372381
2615	2530786	371491
2616	2532512	370635
2617	2534060	369752
2618	2535491	368851
2619	2536838	367938
2620	2538302	367041
2621	2539920	366167
2622	2541239	365248
2623	2543006	364394
2624	2544178	363454
2625	2545914	362594
2626	2547664	361735
2627	2549188	360844
2628	2550226	359883
2629	2552161	359049
2630	2553621	358147
2631	2555258	357270
2632	2556748	356371
2633	2558343	355487
2634	2559604	354556
2635	2561226	353674
2636	2562792	352784
2637	2564239	351878
2638	2565615	350961
2639	2567093	350058
2640	2568896	349198
2641	2570477	348308
2642	2571912	347398
2643	2573355	346488
2644	2574711	345566
2645	2576427	344692
2646	2577975	343794
2647	2579441	342886
2648	2581002	341990
2649	2582491	341083
2650	2584061	340187
2651	2585543	339279
2652	2587123	338383
2653	2588891	337511
2654	2590197	336579
2655	2591904	335698
2656	2593524	334805
2657	2595134	333911
2658	2596661	333005
2659	2597914	332064
2660	2599874	331212
2661	2601239	330285
2662	2602823	329384
2663	2604371	328479
2664	2606023	327586
2665	2607446	326664
2666	2608865	325741
2667	2610356	324826
2668	2611722	323896
2669	2613391	323003
2670	2615229	322130
2671	2616490	321185
2672	2618012	320273
2673	2619318	319333
2674	2620989	318437
2675	2622496	317522
2676	2623989	316603
2677	2625810	315724
2678	2627404	314817
2679	2628824	313889
2680	2630471	312987
2681	2632087	312081
2682	2633522	311154
2683	2634987	310229
2684	2636196	309274
2685	2638219	308414
2686	2639642	307483
2687	2641261	306575
2688	2643048	305685
2689	2644626	304771
2690	2645661	303793
2691	2647604	302920
2692	2649176	302004
2693	2650781	301090
2694	2652331	300171
2695	2653796	299241
2696	2655533	298341
2697	2657113	297423
2698	2658594	296493
2699	2660095	295566
2700	2661660	294645
2701	2662857	293683
2702	2664299	292747
2703	2666081	291849
2704	2667591	290920
2705	2669305	290013
2706	2670929	289095
2707	2672552	288177
2708	2674277	287270
2709	2675882	286349
2710	2677487	285427
2711	2679229	284519
2712	2680622	283574
2713	2682164	282645
2714	2683718	281716
2715	2685564	280817
2716	2687158	279891
2717	2688780	278968
2718	2690426	278047
2719	2691728	277089
2720	2693430	276173
2721	2694986	275241
2722	2696288	274282
2723	2698068	273372
2724	2699639	272440
2725	2701235	271510
2726	2702950	270592
2727	2704403	269647
2728	2706070	268722
2729	2707719	267796
2730	2709150	266847
2731	2710486	265889
2732	2712295	264977
2733	2713871	264041
2734	2715479	263108
2735	2717040	262170
2736	2718677	261239
2737	2720155	260292
2738	2722021	259382
2739	2723650	258448
2740	2725310	257517
2741	2726746	256564
2742	2728316	255624
2743	2730043	254697
2744	2731676	253762
2745	2733145	252810
2746	2734936	251888
2747	2736580	250952
2748	2738132	250007
2749	2739701	249063
2750	2741325	248124
2751	2743073	247195
2752	2744622	246248
2753	2746165	245300
2754	2747765	244356
2755	2749264	243403
2756	2750958	242467
2757	2752562	241522
2758	2754223	240582
2759	2755731	239628
2760	2757442	238692
2761	2759200	237758
2762	2760601	236794
2763	2762425	235865
2764	2764153	234928
2765	2765350	233945
2766	2767329	233027
2767	2768708	232059
2768	2770358	231113
2769	2772021	230167
2770	2773621	229216
2771	2775091	228254
2772	2776909	227320
2773	2778370	226356
2774	2780007	225406
2775	2781640	224455
2776	2783246	223501
2777	2784778	222541
2778	2786515	221597
2779	2788215	220650
2780	2789874	219698
2781	2791560	218749
2782	2792999	217779
2783	2794656	216826
2784	2796315	215873
2785	2797998	214921
2786	2799630	213965
2787	2801088	212995
2788	2802858	212048
2789	2804646	211102
2790	2806122	210132
2791	2807931	209186
2792	2809494	208222
2793	2811202	207268
2794	2812912	206313
2795	2814126	205322
2796	2816256	204397
2797	2817779	203427
2798	2819433	202467
2799	2821054	201503
2800	2822757	200545
2801	2824379	199581
2802	2825823	198604
2803	2827658	197653
2804	2829297	196689
2805	2830910	195722
2806	2832802	194774
2807	2834346	193801
2808	2835736	192817
2809	2837451	191856
2810	2839113	190890
2811	2840655	189915
2812	2842206	188941
2813	2844085	187988
2814	2845664	187015
2815	2847084	186031
2816	2848778	185064
2817	2850428	184094
2818	2851735	183101
2819	2853645	182147
2820	2855434	181184
2821	2856938	180203
2822	2858542	179228
2823	2860367	178266
2824	2861984	177291
2825	2863487	176308
2826	2865304	175344
2827	2867000	174372
2828	2868038	173359
2829	2869063	172346
2830	2870613	171364
2831	2871742	170357
2832	2873277	169374
2833	2874818	168390
2834	2876541	167417
2835	2878711	166469
2836	2880585	165504
2837	2882187	164522
2838	2883950	163549
2839	2885568	162567
2840	2887601	161608
2841	2889581	160645
2842	2891156	159659
2843	2892887	158681
2844	2894486	157696
2845	2896325	156723
2846	2897936	155737
2847	2899726	154760
2848	2901328	153773
2849	2903007	152789
2850	2905031	151823
2851	2906812	150844
2852	2908443	149856
2853	2910164	148873
2854	2911788	147884
2855	2913422	146895
2856	2915092	145907
2857	2916739	144918
2858	2918377	143928
2859	2920022	142938
2860	2921662	141947
2861	2923280	140954
2862	2925079	139970
2863	2926539	138969
2864	2928131	137974
2865	2929546	136971
2866	2931348	135985
2867	2932800	134982
2868	2934222	133978
2869	2935782	132979
2870	2937098	131969
2871	2939066	130989
2872	2940523	129984
2873	2942518	129003
2874	2944011	128000
2875	2945610	127001
2876	2947176	126000
2877	2948594	124992
2878	2949910	123980
2879	2951415	122975
2880	2953554	121996
2881	2955084	120992
2882	2956537	119984
2883	2958419	118993
2884	2960071	117992
2885	2961607	116986
2886	2963388	115989
2887	2965046	114987
2888	2966925	113994
2889	2968492	112987
2890	2969986	111978
2891	2971466	110967
2892	2973204	109966
2893	2974800	108959
2894	2976731	107964
2895	2978402	106959
2896	2980255	105960
2897	2982808	104984
2898	2984263	103970
2899	2985489	102947
2900	2988081	101971
2901	2989777	100964
2902	2991242	99948
2903	2993155	98947
2904	2994929	97940
2905	2996790	96936
2906	2998728	95934
2907	2999523	94895
2908	3000952	93876
2909	3002394	92857
2910	3004078	91845
2911	3005848	90836
2912	3007020	89808
2913	3008050	88775
2914	3009820	87764
2915	3011107	86739
2916	3012302	85711
2917	3013683	84688
2918	3014938	83662
2919	3016266	82637
2920	3018615	81640
2921	3020140	80619
2922	3021512	79595
2923	3022958	78572
2924	3024037	77539
2925	3025168	76508
2926	3025948	75467
2927	3027264	74440
2928	3028280	73406
2929	3029414	72375
2930	3030362	71339
2931	3031274	70302
2932	3032266	69267
2933	3033495	68238
2934	3034351	67200
2935	3035157	66161
2936	3035874	65120
2937	3036602	64080
2938	3037333	63040
2939	3038066	62001
2940	3038834	60962
2941	3039572	59923
2942	3040299	58884
2943	3041109	57847
2944	3041835	56808
2945	3042533	55769
2946	3043251	54731
2947	3044049	53694
2948	3044804	52656
2949	3045649	51621
2950	3046396	50584
2951	3046836	49542
2952	3047266	48500
2953	3047734	47459
2954	3048163	46418
2955	3048621	45378
2956	3049147	44339
2957	3049604	43300
2958	3050028	42261
2959	3050498	41222
2960	3051025	40185
2961	3051517	39148
2962	3051950	38110
2963	3052405	37073
2964	3052842	36036
2965	3053262	35000
2966	3053801	33965
2967	3054330	32930
2968	3054765	31895
2969	3055237	30860
2970	3055689	29826
2971	3056143	28792
2972	3056585	27759
2973	3057048	26726
2974	3057473	25693
2975	3058048	24661
2976	3058527	23629
2977	3059075	22598
2978	3059564	21567
2979	3060021	20537
2980	3060448	19506
2981	3060902	18476
2982	3061347	17446
2983	3061815	16417
2984	3062328	15388
2985	3062792	14360
2986	3063244	13331
2987	3063694	12303
2988	3064167	11276
2989	3064621	10249
2990	3065097	9222
2991	3065634	8196
2992	3066118	7171
2993	3066575	6145
2994	3067035	5120
2995	3067543	4095
2996	3068026	3071
2997	3068571	2047
2998	3069108	1023
2999	3069780	0
