iter	RMSE
492	98.46511924
493	98.37603013
494	98.27174321
495	98.23677905
496	98.1425321
497	98.08162265
498	98.01053458
499	97.89885992
500	97.84695246
501	97.72308328
502	97.63746334
503	97.55348916
504	97.48141256
505	97.4298078
506	97.31538222
507	97.24000236
508	97.17877772
509	97.13755545
510	97.03625673
511	96.97282362
512	96.8959273
513	96.79027345
514	96.7001823
515	96.60468419
516	96.54601818
517	96.46127764
518	96.388224
519	96.3521719
520	96.29374397
521	96.21845997
522	96.18552094
523	96.10944026
524	96.0619198
525	95.99641929
526	95.92471879
527	95.8412729
528	95.73835636
529	95.67871282
530	95.61472845
531	95.53987556
532	95.43572425
533	95.34294688
534	95.23638618
535	95.17156484
536	95.09961278
537	95.04746894
538	94.94639439
539	94.85370748
540	94.80663077
541	94.705912
542	94.60945073
543	94.54674594
544	94.47499783
545	94.42581017
546	94.32579623
547	94.27744581
548	94.25816122
549	94.13952642
550	94.04024831
551	93.97370578
552	93.91713762
553	93.8353345
554	93.74163349
555	93.68279021
556	93.60066939
557	93.53798638
558	93.4723059
559	93.41744511
560	93.32712956
561	93.26913429
562	93.19409424
563	93.06201094
564	93.01319428
565	92.94409283
566	92.88630597
567	92.84694775
568	92.78330778
569	92.73515546
570	92.67313963
571	92.61613524
572	92.56698389
573	92.50165639
574	92.38080401
575	92.33429819
576	92.25964544
577	92.19535664
578	92.11609427
579	92.06410809
580	91.97011552
581	91.93611862
582	91.88605582
583	91.82159573
584	91.76911733
585	91.67895835
586	91.63797299
587	91.61265771
588	91.55450007
589	91.43775477
590	91.38635322
591	91.32728463
592	91.27005252
593	91.20086726
594	91.13831405
595	91.09031863
596	91.02433964
597	90.95627358
598	90.90087911
599	90.85013782
600	90.76799239
601	90.73761331
602	90.65729211
603	90.62214901
604	90.57882498
605	90.53065681
606	90.44174837
607	90.38309794
608	90.32289982
609	90.27732592
610	90.21975148
611	90.15484125
612	90.01962811
613	89.91488331
614	89.87265097
615	89.78840372
616	89.70678543
617	89.61548032
618	89.56678091
619	89.49947612
620	89.42045793
621	89.36357303
622	89.31608668
623	89.25444298
624	89.1732744
625	89.08169711
626	89.032247
627	88.97456528
628	88.91143925
629	88.86126907
630	88.77925916
631	88.70852871
632	88.65440692
633	88.59477221
634	88.51901008
635	88.44214233
636	88.36639025
637	88.30210633
638	88.20861401
639	88.14966523
640	88.10271842
641	88.05114497
642	88.01208083
643	87.92514478
644	87.87785529
645	87.76805216
646	87.71309225
647	87.61956511
648	87.54013025
649	87.50629456
650	87.46372654
651	87.41063448
652	87.36507312
653	87.32424326
654	87.26802012
655	87.22332764
656	87.18355833
657	87.10990919
658	87.05078811
659	86.98733817
660	86.92165285
661	86.83694201
662	86.79628527
663	86.72023474
664	86.63033262
665	86.57512445
666	86.49533434
667	86.44726739
668	86.38155432
669	86.29604543
670	86.22055615
671	86.16033869
672	86.08948566
673	86.02391083
674	85.98578997
675	85.96000061
676	85.921551
677	85.8620623
678	85.79981419
679	85.74374906
680	85.68401207
681	85.64958376
682	85.59257207
683	85.5507945
684	85.4843687
685	85.43139821
686	85.36347225
687	85.32169035
688	85.25898368
689	85.22322088
690	85.16655142
691	85.08458685
692	85.01571799
693	84.97085626
694	84.89614613
695	84.82693995
696	84.72368235
697	84.6728651
698	84.63767025
699	84.56986502
700	84.51859192
701	84.47374413
702	84.40946856
703	84.3766061
704	84.34586885
705	84.28360958
706	84.22854031
707	84.19351394
708	84.13254421
709	84.02872868
710	83.97327698
711	83.934841
712	83.86556774
713	83.77394584
714	83.71655378
715	83.65609516
716	83.57787252
717	83.53843241
718	83.52112468
719	83.42970325
720	83.34380717
721	83.29058523
722	83.25709646
723	83.21712074
724	83.18553328
725	83.13569262
726	83.06185802
727	82.98446499
728	82.90534326
729	82.844325
730	82.78169671
731	82.72913865
732	82.63958225
733	82.55684457
734	82.47552932
735	82.42304628
736	82.35877022
737	82.29729023
738	82.26145542
739	82.22481123
740	82.16887494
741	82.09459547
742	82.04283754
743	81.97506651
744	81.94684532
745	81.90170982
746	81.88594413
747	81.78028005
748	81.71226255
749	81.67163478
750	81.59538557
751	81.55781126
752	81.50390932
753	81.46964554
754	81.3900356
755	81.35160987
756	81.30908595
757	81.27294051
758	81.21170518
759	81.1835425
760	81.12779472
761	81.07978819
762	81.03991116
763	80.98092102
764	80.91701186
765	80.86396609
766	80.80788031
767	80.78272399
768	80.75023084
769	80.7052549
770	80.67274715
771	80.6200331
772	80.57344553
773	80.54800219
774	80.51857608
775	80.43003792
776	80.35811133
777	80.32131785
778	80.27748525
779	80.21220097
780	80.1843723
781	80.14986459
782	80.12095142
783	80.08380644
784	80.03593892
785	80.0178226
786	79.9848072
787	79.92868229
788	79.87228634
789	79.81063237
790	79.76548914
791	79.70861949
792	79.64022959
793	79.60824059
794	79.56820561
795	79.49427324
796	79.44396363
797	79.40045847
798	79.37138188
799	79.31635362
800	79.26963969
801	79.23682857
802	79.18106895
803	79.14881302
804	79.07401006
805	79.02221779
806	78.97720227
807	78.93264084
808	78.89065063
809	78.85061293
810	78.79794501
811	78.72850292
812	78.68604231
813	78.6593105
814	78.62880672
815	78.59372242
816	78.54768105
817	78.47741793
818	78.42021393
819	78.39063029
820	78.35085469
821	78.32673586
822	78.28677024
823	78.24564802
824	78.19712481
825	78.16895773
826	78.10702836
827	78.06350714
828	78.00365043
829	77.95127394
830	77.91953641
831	77.87444888
832	77.81700384
833	77.78114612
834	77.7609509
835	77.73539094
836	77.69014767
837	77.6495075
838	77.61634276
839	77.55829016
840	77.52436554
841	77.48011068
842	77.43538511
843	77.37958072
844	77.35709284
845	77.28290462
846	77.25644479
847	77.21390237
848	77.18577883
849	77.14029063
850	77.10233503
851	77.05570556
852	77.03626095
853	77.00039428
854	76.92921198
855	76.887887
856	76.86867975
857	76.84809124
858	76.80376449
859	76.75527527
860	76.70726968
861	76.66017441
862	76.62609209
863	76.59376551
864	76.55313094
865	76.5104386
866	76.48497607
867	76.45760503
868	76.4200493
869	76.37584083
870	76.30749011
871	76.27719877
872	76.23238398
873	76.19749842
874	76.15457675
875	76.11614364
876	76.07816791
877	76.0353543
878	75.98691414
879	75.94138538
880	75.88646657
881	75.84999622
882	75.80337176
883	75.78360865
884	75.74792772
885	75.70047154
886	75.65213221
887	75.59306384
888	75.55790694
889	75.51705966
890	75.48673104
891	75.42125879
892	75.38708469
893	75.36043137
894	75.31348464
895	75.28075426
896	75.21891392
897	75.19146199
898	75.13998966
899	75.11698849
900	75.08588209
901	75.03443304
902	75.00899928
903	74.99261841
904	74.92376584
905	74.87878425
906	74.84133934
907	74.80568702
908	74.76728576
909	74.72824458
910	74.67374542
911	74.65134139
912	74.60234462
913	74.57016982
914	74.53347044
915	74.48768423
916	74.4734082
917	74.43607457
918	74.3928272
919	74.35609867
920	74.321043
921	74.29227996
922	74.24566816
923	74.19204233
924	74.16000182
925	74.12651309
926	74.08953158
927	74.06274514
928	74.01609921
929	73.98985383
930	73.94293223
931	73.89765265
932	73.8709548
933	73.85131461
934	73.80685766
935	73.77313886
936	73.74618048
937	73.70452418
938	73.67099541
939	73.64456275
940	73.61844899
941	73.57684707
942	73.54026721
943	73.50490183
944	73.4637232
945	73.42821477
946	73.39718969
947	73.3637224
948	73.30778568
949	73.2661874
950	73.2197367
951	73.18104218
952	73.15059301
953	73.09458475
954	73.04373724
955	73.01173824
956	72.96668746
957	72.9193724
958	72.89146652
959	72.85765389
960	72.82030289
961	72.77160194
962	72.73934081
963	72.69499985
964	72.64234851
965	72.59469969
966	72.5363752
967	72.49505744
968	72.42938778
969	72.38520499
970	72.35284441
971	72.29463813
972	72.27200769
973	72.21137494
974	72.17663051
975	72.10928181
976	72.08149655
977	72.0383504
978	71.99388585
979	71.95348311
980	71.92319696
981	71.89349888
982	71.8622973
983	71.84355468
984	71.82247012
985	71.80014489
986	71.77440962
987	71.74201958
988	71.71275373
989	71.67213087
990	71.61060605
991	71.56386358
992	71.54857197
993	71.50962184
994	71.46928434
995	71.447712
996	71.38546848
997	71.33248903
998	71.29893653
999	71.26643598
1000	71.23995278
1001	71.19457832
1002	71.16520089
1003	71.12339358
1004	71.08728177
1005	71.05549214
1006	70.99438668
1007	70.95291987
1008	70.89237939
1009	70.85565907
1010	70.82852651
1011	70.76816814
1012	70.7465778
1013	70.70810533
1014	70.66799499
1015	70.65336016
1016	70.58680072
1017	70.54636968
1018	70.48815155
1019	70.43185852
1020	70.39087052
1021	70.35675368
1022	70.3051273
1023	70.24935945
1024	70.19899374
1025	70.17048315
1026	70.13007238
1027	70.09309531
1028	70.05026419
1029	70.02422592
1030	69.99108244
1031	69.93927239
1032	69.88023781
1033	69.84455526
1034	69.77898445
1035	69.73058708
1036	69.68711772
1037	69.62018668
1038	69.58211721
1039	69.56861858
1040	69.54002589
1041	69.4895835
1042	69.45075285
1043	69.41465753
1044	69.36379944
1045	69.32720178
1046	69.30360175
1047	69.2491293
1048	69.20841817
1049	69.18441643
1050	69.16298472
1051	69.14269392
1052	69.08683133
1053	69.06895331
1054	69.05434596
1055	69.01339006
1056	68.98324411
1057	68.93913715
1058	68.91633961
1059	68.87977612
1060	68.86525577
1061	68.84449757
1062	68.82271309
1063	68.80623033
1064	68.78150373
1065	68.74986639
1066	68.69786975
1067	68.67049141
1068	68.62859365
1069	68.59525677
1070	68.57466656
1071	68.54684172
1072	68.5232884
1073	68.48458122
1074	68.44832026
1075	68.42229472
1076	68.3602203
1077	68.31222403
1078	68.2871181
1079	68.22234978
1080	68.18245074
1081	68.13732131
1082	68.11677636
1083	68.08510343
1084	68.03128772
1085	68.0059992
1086	67.97733213
1087	67.95775545
1088	67.93910232
1089	67.91423877
1090	67.88103908
1091	67.8683921
1092	67.84334976
1093	67.8238511
1094	67.80474894
1095	67.77565844
1096	67.75281271
1097	67.73409672
1098	67.69472491
1099	67.65664304
1100	67.6390034
1101	67.58496288
1102	67.53205482
1103	67.50185192
1104	67.45941003
1105	67.43237536
1106	67.40023025
1107	67.34223035
1108	67.30805342
1109	67.29727576
1110	67.22976241
1111	67.20641046
1112	67.18440039
1113	67.15380708
1114	67.10084406
1115	67.08690829
1116	67.05619125
1117	67.04442769
1118	67.00282782
1119	66.977422
1120	66.95670678
1121	66.94182287
1122	66.92238433
1123	66.88697643
1124	66.86837652
1125	66.84110966
1126	66.79684031
1127	66.7803024
1128	66.73887044
1129	66.71859047
1130	66.67035577
1131	66.65617296
1132	66.61763681
1133	66.59613315
1134	66.57287043
1135	66.53743618
1136	66.51025462
1137	66.49109309
1138	66.47873318
1139	66.44712065
1140	66.41382045
1141	66.38202744
1142	66.35439875
1143	66.32091818
1144	66.31104868
1145	66.27230807
1146	66.2257791
1147	66.1878346
1148	66.14948243
1149	66.10811228
1150	66.06308581
1151	66.02131727
1152	65.99394628
1153	65.96039457
1154	65.91266717
1155	65.89610243
1156	65.84646753
1157	65.80488526
1158	65.75394203
1159	65.72286998
1160	65.68236985
1161	65.6172677
1162	65.57546202
1163	65.54099104
1164	65.51097408
1165	65.48166737
1166	65.4651767
1167	65.45134676
1168	65.43519418
1169	65.41294813
1170	65.39702435
1171	65.36725274
1172	65.34935164
1173	65.31481786
1174	65.29029482
1175	65.24438705
1176	65.22640613
1177	65.20970994
1178	65.17323019
1179	65.14289044
1180	65.12040822
1181	65.08048285
1182	65.04900232
1183	65.03686622
1184	64.99845077
1185	64.93928128
1186	64.89803539
1187	64.86262557
1188	64.82481635
1189	64.77782571
1190	64.72927656
1191	64.70197435
1192	64.6735593
1193	64.64704017
1194	64.63610514
1195	64.62266481
1196	64.59293278
1197	64.54419632
1198	64.51775193
1199	64.47792072
1200	64.45696053
1201	64.41447576
1202	64.39313962
1203	64.36945119
1204	64.33411131
1205	64.31706879
1206	64.29631476
1207	64.27901757
1208	64.25603504
1209	64.23240189
1210	64.21063705
1211	64.19005433
1212	64.1668674
1213	64.12680442
1214	64.11068057
1215	64.0861278
1216	64.04898565
1217	64.0327487
1218	63.99649549
1219	63.97064134
1220	63.95483946
1221	63.90554502
1222	63.88619006
1223	63.85699172
1224	63.83109907
1225	63.802614
1226	63.76396243
1227	63.74286896
1228	63.71537044
1229	63.6823048
1230	63.65063848
1231	63.61850294
1232	63.57872418
1233	63.54966775
1234	63.54202347
1235	63.52555199
1236	63.50121916
1237	63.48097257
1238	63.47078385
1239	63.45796098
1240	63.43221823
1241	63.39390955
1242	63.35858803
1243	63.32373121
1244	63.29650605
1245	63.28254854
1246	63.26465364
1247	63.24333883
1248	63.19727977
1249	63.16910164
1250	63.13115222
1251	63.11206356
1252	63.0742697
1253	63.02744434
1254	63.01000039
1255	62.98737456
1256	62.96651278
1257	62.9456563
1258	62.91159658
1259	62.88533666
1260	62.84914223
1261	62.81999947
1262	62.77924007
1263	62.76873263
1264	62.74029118
1265	62.70986547
1266	62.67456276
1267	62.63560162
1268	62.59250023
1269	62.57760093
1270	62.55181063
1271	62.54320841
1272	62.51632903
1273	62.47859785
1274	62.46064024
1275	62.43351111
1276	62.41045957
1277	62.39039134
1278	62.38095616
1279	62.34500803
1280	62.31690531
1281	62.29777383
1282	62.27288838
1283	62.25027459
1284	62.22761659
1285	62.20141001
1286	62.18451545
1287	62.14475598
1288	62.10349279
1289	62.0806832
1290	62.04900108
1291	62.01271498
1292	61.9957227
1293	61.96463999
1294	61.94130444
1295	61.91641089
1296	61.90437152
1297	61.8711359
1298	61.84716293
1299	61.79270458
1300	61.76849829
1301	61.75389279
1302	61.74228602
1303	61.72084227
1304	61.69466545
1305	61.66574177
1306	61.62922547
1307	61.59789386
1308	61.57772659
1309	61.56227818
1310	61.54427253
1311	61.53499645
1312	61.51280046
1313	61.48620179
1314	61.44182021
1315	61.40431093
1316	61.38003397
1317	61.3422536
1318	61.30605076
1319	61.28964298
1320	61.25972903
1321	61.22237121
1322	61.20768056
1323	61.17698918
1324	61.15058105
1325	61.14018234
1326	61.10761883
1327	61.0827387
1328	61.05303133
1329	61.02263074
1330	60.97973291
1331	60.96502684
1332	60.93145771
1333	60.88786058
1334	60.87770695
1335	60.84325816
1336	60.817924
1337	60.79758369
1338	60.77702367
1339	60.75348486
1340	60.7332665
1341	60.72308122
1342	60.70497228
1343	60.67818571
1344	60.63908558
1345	60.60782758
1346	60.58544405
1347	60.55306154
1348	60.5284481
1349	60.51359646
1350	60.4943616
1351	60.47959
1352	60.44627449
1353	60.42955938
1354	60.41112693
1355	60.38050274
1356	60.36798387
1357	60.35161024
1358	60.33055816
1359	60.31608413
1360	60.2987768
1361	60.28651058
1362	60.2713197
1363	60.24577348
1364	60.21980095
1365	60.1765272
1366	60.15904107
1367	60.09267614
1368	60.07237667
1369	60.0524978
1370	60.03476025
1371	60.00894717
1372	59.9895454
1373	59.97566623
1374	59.95687599
1375	59.93456067
1376	59.89954279
1377	59.87431422
1378	59.85281569
1379	59.81223609
1380	59.77455656
1381	59.76203823
1382	59.74644008
1383	59.72923021
1384	59.7108816
1385	59.68392526
1386	59.64972343
1387	59.60966793
1388	59.59401397
1389	59.53646713
1390	59.49259261
1391	59.45433259
1392	59.44309717
1393	59.41810806
1394	59.39518899
1395	59.35729598
1396	59.32432227
1397	59.31370514
1398	59.28733238
1399	59.26530312
1400	59.22936573
1401	59.20558461
1402	59.19396811
1403	59.19014283
1404	59.1559812
1405	59.15265272
1406	59.12832479
1407	59.08835319
1408	59.07294192
1409	59.06335403
1410	59.02972797
1411	59.00932387
1412	58.9975976
1413	58.96945885
1414	58.9361067
1415	58.91670721
1416	58.90030722
1417	58.86100161
1418	58.8160113
1419	58.76578878
1420	58.73363235
1421	58.72285046
1422	58.70422404
1423	58.67591561
1424	58.65454643
1425	58.61984053
1426	58.59719956
1427	58.58186172
1428	58.55062533
1429	58.52220224
1430	58.49361378
1431	58.48566667
1432	58.46501955
1433	58.44060978
1434	58.41622386
1435	58.40139784
1436	58.37906516
1437	58.35290492
1438	58.32675154
1439	58.32243822
1440	58.28146494
1441	58.26963075
1442	58.22066959
1443	58.18737684
1444	58.17652453
1445	58.14739316
1446	58.12017148
1447	58.10535303
1448	58.09153035
1449	58.06530397
1450	58.05524251
1451	58.03941372
1452	58.02236698
1453	57.99551315
1454	57.96369947
1455	57.92516966
1456	57.90790059
1457	57.87854376
1458	57.86299628
1459	57.83003839
1460	57.80498608
1461	57.78723939
1462	57.75860446
1463	57.74072854
1464	57.70983734
1465	57.69312812
1466	57.66560801
1467	57.63514614
1468	57.62586698
1469	57.60793744
1470	57.58993359
1471	57.56647579
1472	57.54465048
1473	57.53185773
1474	57.49167244
1475	57.47832342
1476	57.45882265
1477	57.42094528
1478	57.40162426
1479	57.38582011
1480	57.36939073
1481	57.36464903
1482	57.34980054
1483	57.32328718
1484	57.30284705
1485	57.28310595
1486	57.25059977
1487	57.23438181
1488	57.21903954
1489	57.19336352
1490	57.17634329
1491	57.15299821
1492	57.1189557
1493	57.1020457
1494	57.0638544
1495	57.05017484
1496	57.02385025
1497	57.00900206
1498	56.97830203
1499	56.94226295
1500	56.91668894
1501	56.88269271
1502	56.8587938
1503	56.84541032
1504	56.82954983
1505	56.80875758
1506	56.79123175
1507	56.77633381
1508	56.76312848
1509	56.75031732
1510	56.73679744
1511	56.72702523
1512	56.70869174
1513	56.69088093
1514	56.67132115
1515	56.65390131
1516	56.62725375
1517	56.60131851
1518	56.58119738
1519	56.55639139
1520	56.54369703
1521	56.52898798
1522	56.49908339
1523	56.45906105
1524	56.42085502
1525	56.40580824
1526	56.39837589
1527	56.36878097
1528	56.35211546
1529	56.32542018
1530	56.31559324
1531	56.30343312
1532	56.28183941
1533	56.26480341
1534	56.24967181
1535	56.22936919
1536	56.2041502
1537	56.17739624
1538	56.15620391
1539	56.13776101
1540	56.12387906
1541	56.11462632
1542	56.09886507
1543	56.07686086
1544	56.03671404
1545	56.00729348
1546	55.98315831
1547	55.9744187
1548	55.95054277
1549	55.92959979
1550	55.89947899
1551	55.88153214
1552	55.87022397
1553	55.84138271
1554	55.79457787
1555	55.77002469
1556	55.75371907
1557	55.73711476
1558	55.71595402
1559	55.69940368
1560	55.67728802
1561	55.64472903
1562	55.63055327
1563	55.61097343
1564	55.58531688
1565	55.57169453
1566	55.55346745
1567	55.53060061
1568	55.51977159
1569	55.50827537
1570	55.48501723
1571	55.47467806
1572	55.45566274
1573	55.43326355
1574	55.41826989
1575	55.38811978
1576	55.36049863
1577	55.31738147
1578	55.29193902
1579	55.28264342
1580	55.2664379
1581	55.24794418
1582	55.21755877
1583	55.18726113
1584	55.16802438
1585	55.14618262
1586	55.13643076
1587	55.12324704
1588	55.11537046
1589	55.08572375
1590	55.07776042
1591	55.0570047
1592	55.03616275
1593	55.01874168
1594	54.97396858
1595	54.96149006
1596	54.94919416
1597	54.94067972
1598	54.93016201
1599	54.89495977
1600	54.87437019
1601	54.82930458
1602	54.81809462
1603	54.79841079
1604	54.76962903
1605	54.75955125
1606	54.71685613
1607	54.71159451
1608	54.68013144
1609	54.65786486
1610	54.65279294
1611	54.64867731
1612	54.64099922
1613	54.61268647
1614	54.59881595
1615	54.55189299
1616	54.52474562
1617	54.51536304
1618	54.49968131
1619	54.47892796
1620	54.43281602
1621	54.42282878
1622	54.4072668
1623	54.36904592
1624	54.35806498
1625	54.33966712
1626	54.33055774
1627	54.3209657
1628	54.29901583
1629	54.26936863
1630	54.22498788
1631	54.19733642
1632	54.1628999
1633	54.1366988
1634	54.12499888
1635	54.10890054
1636	54.08713366
1637	54.06086069
1638	54.01697819
1639	53.99430345
1640	53.95828699
1641	53.92599909
1642	53.87828539
1643	53.86224382
1644	53.84938374
1645	53.83638387
1646	53.80950234
1647	53.77577242
1648	53.74347481
1649	53.73290245
1650	53.7129431
1651	53.69820042
1652	53.68782197
1653	53.66454286
1654	53.64371205
1655	53.61788201
1656	53.60753415
1657	53.58565995
1658	53.57565032
1659	53.55865758
1660	53.54552763
1661	53.53531569
1662	53.52522955
1663	53.5080499
1664	53.48482058
1665	53.4612189
1666	53.43318623
1667	53.40039707
1668	53.37202478
1669	53.35434097
1670	53.34549717
1671	53.31519668
1672	53.29912528
1673	53.27143511
