"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1003.6","1005.8","27.9","24.1","80","3.9","240","5.5","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1003.3","1005.5","27.4","24.5","84","4.2","230","6.6","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1003.2","1005.4","27.2","23.7","81","4.0","230","7.0","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1003.0","1005.2","26.9","24.0","84","4.2","240","7.2","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1003.0","1005.2","26.7","23.8","84","3.4","230","6.9","230","0.0","0.0","--","0.00","--","0","--","29.0","29.9","30.7","31.8","32.8","33.6","31.9"
"06","1003.4","1005.6","26.8","23.7","83","2.3","260","6.1","220","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"07","1003.8","1006.0","28.2","23.8","77","2.8","250","4.9","230","0.0","0.0","0.8","0.55","--","0","--","--","--","--","--","--","--","--"
"08","1004.4","1006.6","30.4","24.3","70","2.8","230","4.9","230","0.0","0.0","1.0","1.36","25.0","2","6.0","--","--","--","--","--","--","--"
"09","1004.4","1006.6","31.5","24.9","68","2.3","180","3.8","230","0.0","0.0","1.0","2.15","25.0","5","4.0","29.9","29.8","30.4","31.2","32.3","33.5","31.9"
"10","1004.4","1006.6","31.8","25.9","71","2.8","140","4.1","140","0.0","0.0","1.0","2.81","--","8","--","--","--","--","--","--","--","--"
"11","1004.5","1006.6","32.3","26.4","71","4.4","140","5.8","150","0.0","0.0","1.0","3.41","25.0","12","4.0","--","--","--","--","--","--","--"
"12","1003.8","1005.9","32.4","26.5","71","2.9","140","6.1","160","0.0","0.0","1.0","3.66","--","14","--","--","--","--","--","--","--","--"
"13","1003.3","1005.5","31.7","25.8","71","2.6","130","5.2","140","0.0","0.0","1.0","3.44","--","13","--","--","--","--","--","--","--","--"
"14","1003.2","1005.4","31.0","25.6","73","2.3","180","4.0","170","0.0","0.0","0.3","1.68","10.0","7","6.0","33.9","33.0","32.8","32.1","32.3","33.5","32.0"
"15","1003.1","1005.3","28.7","23.6","74","4.0","280","6.5","260","T","0.1","0.0","0.42","--","2","--","--","--","--","--","--","--","--"
"16","1003.2","1005.4","28.6","25.4","83","2.8","250","4.7","230","0.5","0.5","0.0","0.47","--","2","--","--","--","--","--","--","--","--"
"17","1002.9","1005.1","28.6","25.0","81","3.2","230","5.0","240","0.0","0.0","0.1","0.66","20.0","1","8.0","--","--","--","--","--","--","--"
"18","1003.5","1005.7","28.4","25.0","82","3.4","240","5.3","230","0.0","0.0","0.0","0.32","--","0","--","--","--","--","--","--","--","--"
"19","1004.1","1006.3","27.8","25.1","85","3.2","240","6.6","230","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"20","1004.3","1006.5","28.0","24.6","82","2.7","240","4.1","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1004.5","1006.7","27.5","25.0","86","4.0","250","6.7","240","T","0.2","--","0.00","--","0","--","30.2","30.9","31.7","32.6","33.1","33.8","32.0"
"22","1004.7","1006.9","27.0","25.0","89","4.7","230","7.4","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1004.4","1006.6","27.0","24.8","88","3.0","240","6.9","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1003.7","1005.9","27.0","24.5","86","3.1","230","5.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
