"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1006.5","1008.7","25.6","23.5","88","1.1","260","4.2","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1006.0","1008.2","25.0","23.3","90","1.7","260","3.0","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1006.6","1008.8","25.7","23.2","86","0.6","V","3.0","300","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1006.2","1008.4","25.2","23.3","89","3.2","340","6.6","340","T","0.5","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1005.6","1007.8","24.8","22.9","89","4.1","240","6.8","220","0.0","0.0","--","0.00","--","0","--","26.1","26.5","27.2","28.2","29.5","30.4","31.1"
"06","1005.7","1007.9","24.9","23.0","89","0.4","300","5.2","280","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1006.3","1008.5","25.7","23.2","86","2.2","300","3.3","280","0.0","0.0","0.0","0.19","--","0","--","--","--","--","--","--","--","--"
"08","1007.3","1009.5","27.7","23.3","77","3.5","10","5.9","10","T","0.1","0.0","0.59","25.0","1","10.0","--","--","--","--","--","--","--"
"09","1007.4","1009.6","29.3","24.2","74","1.0","350","5.9","20","0.0","0.0","0.0","0.95","25.0","2","9.0","27.0","26.8","27.1","27.7","29.1","30.2","31.1"
"10","1007.6","1009.8","30.2","23.2","66","1.2","90","3.0","350","0.0","0.0","0.0","1.39","--","5","--","--","--","--","--","--","--","--"
"11","1007.8","1010.0","27.7","23.9","80","2.7","30","8.6","70","T","0.5","0.0","0.52","10.0","2","10.0","--","--","--","--","--","--","--"
"12","1007.2","1009.4","26.5","24.9","91","3.4","60","7.3","70","1.5","1.0","0.0","0.25","--","1","--","--","--","--","--","--","--","--"
"13","1006.0","1008.2","26.7","25.5","93","2.9","360","8.8","40","8.0","0.4","0.0","0.84","--","3","--","--","--","--","--","--","--","--"
"14","1005.2","1007.4","29.0","24.8","78","2.7","20","5.1","40","0.0","0.0","0.0","1.57","25.0","5","10.0","28.1","27.9","28.1","28.1","29.1","30.1","31.1"
"15","1005.1","1007.3","29.4","24.3","74","4.7","30","8.1","30","0.0","0.0","0.0","1.08","--","3","--","--","--","--","--","--","--","--"
"16","1004.8","1007.0","29.6","24.3","73","4.5","20","8.1","20","0.0","0.0","0.0","0.86","--","2","--","--","--","--","--","--","--","--"
"17","1004.5","1006.7","29.2","24.3","75","4.3","40","8.4","30","0.0","0.0","0.1","0.45","20.0","1","8.0","--","--","--","--","--","--","--"
"18","1005.2","1007.4","28.5","24.5","79","3.9","10","6.9","360","0.0","0.0","0.0","0.08","--","0","--","--","--","--","--","--","--","--"
"19","1006.4","1008.6","28.5","24.1","77","4.3","20","7.6","20","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1007.5","1009.7","24.7","22.8","89","6.3","350","10.1","340","2.0","0.6","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1006.7","1008.9","25.8","23.5","87","1.6","320","9.8","340","T","0.2","--","0.00","--","0","--","26.4","27.0","27.8","28.5","29.4","30.1","31.0"
"22","1006.3","1008.5","25.6","24.0","91","0.7","300","3.0","80","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.1","1009.3","25.5","24.1","92","1.5","320","3.0","320","T","0.5","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1006.2","1008.4","25.1","23.9","93","3.4","320","6.2","350","4.5","0.5","--","0.00","--","0","--","--","--","--","--","--","--","--"
