"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1009.1","1011.3","23.3","22.8","97","2.2","260","4.2","220","0.5","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1008.9","1011.1","23.3","22.8","97","2.1","250","3.5","230","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1008.9","1011.1","23.3","23.0","98","2.0","240","3.7","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1008.7","1010.9","23.3","23.0","98","2.2","270","3.7","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1008.9","1011.1","23.3","23.0","98","2.4","230","4.4","230","0.0","0.0","--","0.00","--","0","--","23.5","23.4","23.8","24.1","25.1","26.2","27.8"
"06","1009.5","1011.7","23.3","23.0","98","3.3","250","6.5","230","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"07","1009.8","1012.0","23.6","23.1","97","2.3","250","6.7","240","T","0.3","0.0","0.14","--","0","--","--","--","--","--","--","--","--"
"08","1010.2","1012.4","24.6","24.1","97","1.6","170","3.2","240","T","0.1","0.1","0.69","25.0","1","9.0","--","--","--","--","--","--","--"
"09","1011.1","1013.3","26.3","24.3","89","2.4","190","4.1","220","0.0","0.0","0.8","1.83","25.0","3","7.0","24.9","24.2","24.2","24.0","25.0","26.2","27.7"
"10","1011.7","1013.9","27.1","23.8","82","2.0","130","2.8","200","0.0","0.0","0.2","1.68","--","5","--","--","--","--","--","--","--","--"
"11","1011.3","1013.5","26.9","24.2","85","1.3","190","2.8","140","0.0","0.0","0.0","0.82","20.0","3","10.0","--","--","--","--","--","--","--"
"12","1010.4","1012.6","27.9","23.3","76","1.5","160","3.0","170","0.0","0.0","0.5","2.53","--","8","--","--","--","--","--","--","--","--"
"13","1010.1","1012.3","26.8","24.5","87","2.1","190","3.9","170","1.5","0.2","0.4","1.69","--","6","--","--","--","--","--","--","--","--"
"14","1009.7","1011.9","26.9","25.1","90","1.4","120","3.9","170","1.0","0.5","0.0","0.74","15.0","3","10.0","27.5","27.2","26.9","25.4","25.5","26.3","27.7"
"15","1009.5","1011.7","26.3","24.0","87","0.8","110","1.9","120","T","0.3","0.0","0.64","--","2","--","--","--","--","--","--","--","--"
"16","1009.4","1011.6","26.3","24.0","87","1.0","180","1.8","200","T","0.4","0.0","0.41","--","1","--","--","--","--","--","--","--","--"
"17","1009.7","1011.9","25.8","23.7","88","0.5","150","1.5","180","T","0.4","0.0","0.18","15.0","0","10.0","--","--","--","--","--","--","--"
"18","1009.9","1012.1","25.5","24.3","93","1.1","200","2.9","230","T","0.5","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"19","1010.5","1012.7","25.2","24.2","94","1.6","220","2.5","220","T","0.2","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1011.4","1013.6","25.5","24.1","92","2.1","300","3.0","280","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1011.6","1013.8","25.2","24.0","93","1.3","250","3.5","310","T","0.1","--","0.00","--","0","--","25.5","25.5","25.9","25.9","26.4","26.9","27.7"
"22","1011.3","1013.5","24.5","23.3","93","3.9","240","5.3","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1011.1","1013.3","24.5","23.3","93","3.4","250","5.1","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1011.0","1013.2","24.3","22.4","89","3.2","240","5.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
