"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1006.7","1008.9","25.1","23.3","90","6.8","40","11.6","40","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1006.9","1009.1","24.2","23.0","93","5.3","20","11.8","40","0.5","0.6","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1006.3","1008.5","24.0","23.0","94","3.1","10","7.7","20","T","0.9","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1005.9","1008.1","24.1","23.3","95","1.3","270","4.5","20","T","0.6","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1005.8","1008.0","23.9","23.1","95","1.2","260","3.0","260","T","0.2","--","0.00","--","0","--","25.3","25.5","26.0","26.7","27.6","28.0","28.0"
"06","1006.4","1008.6","23.9","23.1","95","1.1","260","2.8","50","T","0.2","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1006.7","1008.9","24.2","23.2","94","2.6","230","4.1","250","0.0","0.0","0.0","0.14","--","0","--","--","--","--","--","--","--","--"
"08","1007.4","1009.6","25.3","23.7","91","2.9","250","6.2","220","0.0","0.0","0.2","0.78","20.0","1","9.0","--","--","--","--","--","--","--"
"09","1008.2","1010.4","26.7","23.6","83","1.1","190","3.6","250","0.0","0.0","0.0","0.99","20.0","2","7.0","26.2","25.8","25.9","26.3","27.2","27.9","28.0"
"10","1007.9","1010.1","28.2","23.1","74","3.1","60","6.6","50","0.0","0.0","0.8","2.38","--","5","--","--","--","--","--","--","--","--"
"11","1007.3","1009.5","28.7","22.9","71","4.5","40","9.8","40","0.0","0.0","0.8","2.77","20.0","7","6.0","--","--","--","--","--","--","--"
"12","1006.5","1008.7","28.5","22.5","70","7.7","40","13.4","50","0.0","0.0","1.0","3.07","--","9","--","--","--","--","--","--","--","--"
"13","1005.9","1008.1","27.3","22.1","73","8.1","40","15.8","60","0.0","0.0","0.4","1.90","--","6","--","--","--","--","--","--","--","--"
"14","1005.4","1007.6","26.7","21.9","75","9.4","40","17.1","40","0.0","0.0","0.0","0.91","15.0","3","9.0","27.9","28.5","28.6","27.5","27.5","27.9","28.1"
"15","1005.5","1007.7","26.7","21.5","73","7.2","40","15.7","40","0.0","0.0","0.0","0.58","--","2","--","--","--","--","--","--","--","--"
"16","1005.8","1008.0","26.4","21.6","75","8.6","40","14.9","40","0.0","0.0","0.0","0.50","--","1","--","--","--","--","--","--","--","--"
"17","1006.4","1008.6","26.2","21.6","76","9.2","40","16.5","50","0.0","0.0","0.0","0.10","10.0","0","10.0","--","--","--","--","--","--","--"
"18","1006.7","1008.9","26.3","21.1","73","8.6","30","17.0","20","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"19","1007.8","1010.0","26.5","21.5","74","7.3","30","14.1","50","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1008.6","1010.8","26.2","21.6","76","8.1","40","14.2","40","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1008.7","1010.9","25.9","21.8","78","7.2","30","15.3","40","0.0","0.0","--","0.00","--","0","--","25.1","25.7","26.4","27.2","27.9","28.1","28.1"
"22","1008.6","1010.8","25.6","22.1","81","5.9","30","13.8","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1008.6","1010.8","25.5","22.0","81","6.3","30","14.4","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1008.2","1010.4","25.3","21.6","80","6.4","20","15.0","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
