"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1003.7","1005.9","27.2","24.5","85","2.7","240","6.0","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1003.6","1005.8","27.0","23.9","83","3.4","240","6.2","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1003.4","1005.6","26.6","24.3","87","4.3","240","6.5","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1003.1","1005.3","26.4","23.9","86","3.9","240","7.4","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1003.4","1005.6","26.2","23.7","86","3.0","250","6.5","230","0.0","0.0","--","0.00","--","0","--","28.3","29.6","30.7","32.1","33.4","34.2","33.3"
"06","1004.0","1006.2","26.1","24.0","88","3.1","250","7.2","230","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","1004.9","1007.1","27.0","24.1","84","2.7","240","5.2","240","0.0","0.0","1.0","0.50","--","0","--","--","--","--","--","--","--","--"
"08","1005.5","1007.7","29.8","24.5","73","2.6","240","4.2","250","0.0","0.0","1.0","1.32","25.0","2","2.0","--","--","--","--","--","--","--"
"09","1006.0","1008.2","31.2","24.6","68","2.2","180","3.4","230","0.0","0.0","1.0","2.13","25.0","4","2.0","29.5","29.3","30.2","31.5","33.0","34.2","33.4"
"10","1005.8","1008.0","32.1","26.0","70","2.4","140","3.9","150","0.0","0.0","1.0","2.81","--","8","--","--","--","--","--","--","--","--"
"11","1006.0","1008.2","32.1","26.4","72","3.0","130","4.7","140","0.0","0.0","1.0","3.31","25.0","11","2.0","--","--","--","--","--","--","--"
"12","1005.9","1008.0","32.9","27.0","71","3.9","120","6.0","130","0.0","0.0","1.0","3.56","--","12","--","--","--","--","--","--","--","--"
"13","1005.7","1007.8","32.6","26.7","71","3.0","110","4.6","130","0.0","0.0","1.0","3.52","--","12","--","--","--","--","--","--","--","--"
"14","1005.5","1007.6","32.5","26.6","71","2.5","140","4.7","130","0.0","0.0","1.0","3.21","25.0","10","3.0","37.0","34.3","33.4","32.0","32.8","34.1","33.4"
"15","1005.3","1007.4","32.5","26.8","72","2.4","140","4.5","140","0.0","0.0","1.0","2.63","--","7","--","--","--","--","--","--","--","--"
"16","1005.4","1007.6","31.2","26.5","76","1.2","140","3.7","170","0.0","0.0","0.9","1.26","--","3","--","--","--","--","--","--","--","--"
"17","1005.5","1007.7","30.9","26.6","78","2.1","140","3.3","140","0.0","0.0","1.0","1.04","15.0","1","2.0","--","--","--","--","--","--","--"
"18","1006.1","1008.3","30.0","26.6","82","1.8","180","3.9","170","0.0","0.0","0.1","0.12","--","0","--","--","--","--","--","--","--","--"
"19","1006.7","1008.9","30.0","26.8","83","2.4","180","3.9","180","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1007.0","1009.2","29.7","25.5","78","1.1","210","3.7","190","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1007.3","1009.5","29.2","25.6","81","2.4","240","4.0","240","0.0","0.0","--","0.00","--","0","--","32.2","33.5","34.4","34.3","34.2","34.5","33.3"
"22","1008.0","1010.2","28.8","25.2","81","2.7","220","4.4","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.7","1009.9","28.3","25.1","83","2.1","220","4.2","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1007.4","1009.6","28.1","24.7","82","3.3","220","5.1","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
