"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1012.8","1015.0","25.4","23.5","89","1.5","260","2.6","290","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1012.5","1014.7","25.2","23.4","90","1.6","260","3.3","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1012.4","1014.6","25.0","22.7","87","2.3","250","4.3","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1012.3","1014.5","24.5","22.4","88","1.9","230","2.8","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1012.6","1014.8","24.6","21.5","83","2.3","260","3.8","240","0.0","0.0","--","0.00","--","0","--","25.7","26.2","26.7","27.7","28.7","29.2","28.7"
"06","1013.3","1015.5","24.4","21.3","83","2.2","260","3.5","260","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"07","1013.7","1015.9","24.3","21.6","85","1.7","250","2.8","260","0.0","0.0","0.8","0.32","--","0","--","--","--","--","--","--","--","--"
"08","1014.3","1016.5","26.6","21.8","75","1.7","220","3.1","250","0.0","0.0","1.0","1.13","25.0","1","4.0","--","--","--","--","--","--","--"
"09","1014.5","1016.7","28.8","22.1","67","1.6","110","3.1","120","0.0","0.0","1.0","1.87","25.0","3","4.0","26.0","25.9","26.2","27.2","28.3","29.0","28.7"
"10","1014.3","1016.5","30.0","21.7","61","1.8","80","4.2","80","0.0","0.0","1.0","2.56","--","6","--","--","--","--","--","--","--","--"
"11","1013.6","1015.8","29.6","22.8","67","3.4","80","6.6","80","0.0","0.0","1.0","2.89","25.0","8","6.0","--","--","--","--","--","--","--"
"12","1012.8","1015.0","30.2","23.4","67","4.0","40","6.2","80","0.0","0.0","1.0","3.01","--","9","--","--","--","--","--","--","--","--"
"13","1012.2","1014.4","29.8","23.5","69","4.6","50","8.0","50","0.0","0.0","1.0","2.52","--","7","--","--","--","--","--","--","--","--"
"14","1011.7","1013.9","29.8","24.5","73","4.1","40","7.3","50","0.0","0.0","0.7","2.00","25.0","5","6.0","31.3","31.1","30.2","28.4","28.4","29.0","28.8"
"15","1011.5","1013.7","28.7","24.3","77","4.4","40","7.7","50","0.0","0.0","0.9","1.63","--","4","--","--","--","--","--","--","--","--"
"16","1011.7","1013.9","28.2","24.0","78","4.0","20","7.5","40","0.0","0.0","0.2","0.79","--","1","--","--","--","--","--","--","--","--"
"17","1012.2","1014.4","28.0","23.6","77","4.2","30","8.3","20","0.0","0.0","0.3","0.42","20.0","0","6.0","--","--","--","--","--","--","--"
"18","1012.5","1014.7","27.7","23.9","80","3.6","20","6.7","30","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"19","1013.3","1015.5","26.5","24.2","87","3.7","360","8.1","20","T","0.1","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1014.1","1016.3","26.2","24.1","88","5.6","30","10.3","30","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1014.3","1016.5","26.5","23.2","82","3.9","30","9.5","30","T","0.1","--","0.00","--","0","--","27.7","28.6","29.0","29.6","29.7","29.4","28.8"
"22","1014.1","1016.3","26.8","22.2","76","3.3","360","9.2","60","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1013.9","1016.1","27.1","22.1","74","1.4","350","5.8","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1013.7","1015.9","26.7","22.8","79","1.8","290","3.5","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
