"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1004.2","1006.4","27.3","24.4","84","3.0","240","4.3","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1003.8","1006.0","27.2","24.1","83","2.7","250","4.9","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1003.6","1005.8","26.9","24.2","85","2.6","250","4.5","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1003.6","1005.8","26.7","23.8","84","3.1","240","5.4","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1004.1","1006.3","26.5","23.8","85","3.5","240","6.4","240","0.0","0.0","--","0.00","--","0","--","29.0","30.1","31.1","32.2","33.2","34.1","32.6"
"06","1004.5","1006.7","26.3","23.8","86","4.1","240","6.4","230","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"07","1005.1","1007.3","27.3","23.6","80","4.4","240","6.7","230","0.0","0.0","0.1","0.41","--","0","--","--","--","--","--","--","--","--"
"08","1005.3","1007.5","29.7","24.1","72","3.2","240","5.8","230","0.0","0.0","0.6","1.22","25.0","2","5.0","--","--","--","--","--","--","--"
"09","1005.3","1007.5","31.6","24.7","67","2.6","160","3.8","230","0.0","0.0","1.0","2.51","25.0","5","5.0","30.4","30.1","30.8","31.7","32.8","34.1","32.6"
"10","1004.9","1007.1","32.2","25.6","68","2.6","140","4.2","140","0.0","0.0","1.0","2.71","--","8","--","--","--","--","--","--","--","--"
"11","1004.9","1007.1","32.1","26.0","70","3.0","130","5.0","130","0.0","0.0","1.0","3.48","25.0","11","4.0","--","--","--","--","--","--","--"
"12","1004.4","1006.5","33.2","26.0","66","2.7","130","4.8","130","0.0","0.0","1.0","3.64","--","13","--","--","--","--","--","--","--","--"
"13","1004.0","1006.2","31.8","25.7","70","3.0","130","4.9","130","0.0","0.0","0.8","3.28","--","12","--","--","--","--","--","--","--","--"
"14","1003.6","1005.8","31.3","25.9","73","2.3","140","4.3","130","0.0","0.0","0.4","2.15","15.0","8","6.0","35.3","33.7","33.2","32.3","32.8","34.0","32.7"
"15","1003.8","1006.0","28.7","24.9","80","4.4","240","7.7","210","T","0.3","0.1","0.84","--","3","--","--","--","--","--","--","--","--"
"16","1004.2","1006.4","27.7","24.6","83","1.4","340","6.4","210","T","0.3","0.0","0.19","--","1","--","--","--","--","--","--","--","--"
"17","1004.2","1006.4","27.1","24.8","87","1.5","340","5.6","340","2.0","1.0","0.0","0.11","10.0","0","10.0","--","--","--","--","--","--","--"
"18","1003.9","1006.1","26.6","24.8","90","1.6","250","4.0","280","1.0","0.6","0.0","0.10","--","0","--","--","--","--","--","--","--","--"
"19","1004.1","1006.3","26.2","25.0","93","3.6","240","5.5","230","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1004.4","1006.6","26.0","24.6","92","3.3","240","6.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1004.7","1006.9","26.1","24.3","90","4.6","240","6.3","230","0.0","0.0","--","0.00","--","0","--","29.4","30.4","31.8","32.9","33.4","34.1","32.6"
"22","1005.0","1007.2","26.3","24.2","88","3.8","240","6.6","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1004.5","1006.7","26.3","24.2","88","3.9","240","6.8","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1004.0","1006.2","26.4","24.3","88","2.5","260","7.3","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
