"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1010.6","1012.8","24.4","21.5","84","1.9","270","3.6","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1010.1","1012.3","24.6","21.3","82","0.2","0","2.6","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1010.1","1012.3","24.4","21.5","84","0.8","280","2.6","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1010.4","1012.6","24.3","21.2","83","1.8","310","3.0","300","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1010.7","1012.9","23.9","21.0","84","2.3","300","3.5","290","0.0","0.0","--","0.00","--","0","--","24.5","24.8","25.3","26.1","27.2","28.3","28.6"
"06","1011.1","1013.3","24.1","20.8","82","2.7","340","4.2","290","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1011.8","1014.0","24.4","20.3","78","1.7","10","4.5","340","T","0.1","0.0","0.07","--","0","--","--","--","--","--","--","--","--"
"08","1012.3","1014.5","24.5","20.6","79","3.0","350","8.7","20","T","0.1","0.0","0.34","15.0","1","10.0","--","--","--","--","--","--","--"
"09","1012.4","1014.6","25.7","20.7","74","3.5","30","6.9","50","0.0","0.0","0.0","0.64","20.0","2","10.0","24.8","24.8","25.1","25.8","26.9","28.1","28.6"
"10","1012.1","1014.3","26.1","20.0","69","5.7","30","9.1","70","0.0","0.0","0.0","1.32","--","4","--","--","--","--","--","--","--","--"
"11","1011.5","1013.7","26.3","19.9","68","5.9","50","9.8","20","0.0","0.0","0.1","1.77","20.0","5","10.0","--","--","--","--","--","--","--"
"12","1010.8","1013.0","26.1","20.2","70","5.9","50","10.2","50","0.0","0.0","0.0","1.02","--","4","--","--","--","--","--","--","--","--"
"13","1010.4","1012.6","25.5","19.9","71","4.9","50","10.0","40","0.0","0.0","0.0","0.58","--","2","--","--","--","--","--","--","--","--"
"14","1010.0","1012.2","25.4","19.5","70","4.7","50","10.7","50","0.0","0.0","0.0","0.39","20.0","1","10.0","25.8","26.1","26.4","26.3","27.0","28.0","28.6"
"15","1010.0","1012.2","25.3","19.5","70","4.0","40","8.2","70","0.0","0.0","0.0","0.22","--","1","--","--","--","--","--","--","--","--"
"16","1010.8","1013.0","25.2","19.4","70","4.1","40","10.0","40","0.0","0.0","0.0","0.16","--","0","--","--","--","--","--","--","--","--"
"17","1011.1","1013.3","25.1","19.0","69","4.7","30","9.7","30","0.0","0.0","0.0","0.05","15.0","0","10.0","--","--","--","--","--","--","--"
"18","1011.5","1013.7","25.0","18.7","68","4.3","40","8.7","40","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"19","1011.9","1014.1","24.9","19.3","71","4.0","40","8.6","30","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1012.4","1014.6","24.1","19.6","76","0.9","340","8.7","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1012.7","1014.9","24.1","19.8","77","1.5","300","4.3","40","0.0","0.0","--","0.00","--","0","--","24.3","24.6","25.1","25.9","27.0","27.9","28.6"
"22","1012.6","1014.8","23.8","20.2","80","1.4","250","3.4","80","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1012.7","1014.9","23.4","20.4","83","1.1","250","3.3","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1012.2","1014.4","23.5","20.1","81","1.2","290","3.1","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
