"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1002.9","1005.1","27.2","24.3","84","4.0","240","5.8","230","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1002.5","1004.7","27.5","23.5","79","2.9","250","5.8","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1002.6","1004.8","27.1","23.8","82","2.7","250","4.9","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1003.1","1005.3","26.9","23.6","82","2.9","250","5.7","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1003.4","1005.6","26.7","23.6","83","3.7","240","5.6","240","0.0","0.0","--","0.00","--","0","--","29.4","30.4","31.4","32.5","33.3","34.1","32.4"
"06","1003.9","1006.1","26.6","23.7","84","3.5","240","5.9","220","0.0","0.0","0.0","0.06","--","0","--","--","--","--","--","--","--","--"
"07","1004.5","1006.7","27.8","23.4","77","2.6","250","5.5","230","0.0","0.0","0.8","0.59","--","0","--","--","--","--","--","--","--","--"
"08","1004.8","1007.0","29.3","23.7","72","2.1","240","5.3","230","0.0","0.0","0.9","1.07","25.0","2","7.0","--","--","--","--","--","--","--"
"09","1005.2","1007.4","30.9","24.1","67","1.8","180","3.6","210","0.0","0.0","1.0","2.22","25.0","5","8.0","30.4","30.3","31.0","31.9","33.0","34.1","32.4"
"10","1005.1","1007.3","31.7","23.8","63","1.5","130","2.9","190","0.0","0.0","1.0","2.62","--","7","--","--","--","--","--","--","--","--"
"11","1004.6","1006.8","31.5","24.9","68","2.5","130","3.7","130","0.0","0.0","1.0","2.72","25.0","9","9.0","--","--","--","--","--","--","--"
"12","1004.4","1006.5","32.7","26.5","70","3.5","130","4.6","130","0.0","0.0","1.0","3.52","--","12","--","--","--","--","--","--","--","--"
"13","1004.1","1006.3","32.0","26.3","72","2.9","130","5.3","140","0.0","0.0","1.0","3.29","--","11","--","--","--","--","--","--","--","--"
"14","1003.7","1005.9","31.8","26.4","73","2.6","110","4.0","140","0.0","0.0","0.5","1.93","20.0","7","8.0","34.7","33.4","33.1","32.3","32.8","34.0","32.5"
"15","1003.5","1005.7","30.9","26.2","76","2.5","120","4.3","130","0.0","0.0","0.1","1.26","--","5","--","--","--","--","--","--","--","--"
"16","1003.7","1005.9","30.7","26.2","77","1.6","160","3.5","120","0.0","0.0","0.0","0.59","--","2","--","--","--","--","--","--","--","--"
"17","1003.6","1005.8","30.2","25.9","78","3.0","230","4.3","220","0.0","0.0","0.0","0.29","25.0","1","9.0","--","--","--","--","--","--","--"
"18","1003.8","1006.0","29.4","25.4","79","2.1","240","6.0","230","0.0","0.0","0.0","0.11","--","0","--","--","--","--","--","--","--","--"
"19","1004.5","1006.7","29.2","25.0","78","2.4","230","4.5","260","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1004.9","1007.1","28.7","24.9","80","2.9","240","5.1","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1005.3","1007.5","28.6","24.6","79","3.1","240","5.5","230","0.0","0.0","--","0.00","--","0","--","31.3","32.1","32.9","33.4","33.6","34.3","32.5"
"22","1005.2","1007.4","28.2","24.4","80","2.8","240","5.1","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1005.1","1007.3","28.1","24.3","80","2.9","250","4.9","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1004.7","1006.9","27.8","24.5","82","2.8","250","5.0","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
