"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1012.3","1014.5","24.7","20.8","79","2.9","260","4.7","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1011.5","1013.7","24.4","20.5","79","2.6","250","4.6","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1011.1","1013.3","24.3","21.0","82","3.0","250","4.8","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1010.4","1012.6","24.0","20.9","83","3.0","270","6.0","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1011.0","1013.2","24.2","20.1","78","2.7","270","4.9","260","0.0","0.0","--","0.00","--","0","--","24.9","25.7","26.3","27.6","28.5","29.0","28.5"
"06","1011.5","1013.7","23.6","20.6","83","2.9","260","5.1","270","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1012.2","1014.4","24.1","20.4","80","2.7","270","4.6","260","0.0","0.0","0.0","0.10","--","0","--","--","--","--","--","--","--","--"
"08","1013.0","1015.2","26.3","21.1","73","2.4","260","3.7","270","0.0","0.0","0.4","0.73","25.0","1","3.0","--","--","--","--","--","--","--"
"09","1013.0","1015.2","28.6","22.6","70","1.8","350","3.8","310","0.0","0.0","0.9","1.79","25.0","3","4.0","25.7","25.5","25.9","26.8","28.0","28.8","28.5"
"10","1013.0","1015.2","28.9","24.3","76","2.4","100","4.9","90","0.0","0.0","1.0","2.50","--","6","--","--","--","--","--","--","--","--"
"11","1012.4","1014.6","30.2","24.1","70","3.6","100","5.6","100","0.0","0.0","1.0","3.06","25.0","8","4.0","--","--","--","--","--","--","--"
"12","1011.9","1014.1","29.5","23.7","71","4.0","70","5.7","70","0.0","0.0","1.0","3.08","--","9","--","--","--","--","--","--","--","--"
"13","1011.4","1013.6","29.1","23.8","73","3.4","80","6.3","80","0.0","0.0","0.9","3.11","--","9","--","--","--","--","--","--","--","--"
"14","1011.1","1013.3","28.9","24.0","75","3.6","80","6.6","80","0.0","0.0","0.7","1.89","15.0","6","6.0","31.9","31.6","30.5","28.3","28.2","28.8","28.6"
"15","1011.1","1013.3","28.6","24.0","76","3.6","60","6.4","80","0.0","0.0","0.0","0.76","--","2","--","--","--","--","--","--","--","--"
"16","1011.3","1013.5","28.2","23.6","76","3.0","30","5.9","80","0.0","0.0","0.0","0.17","--","1","--","--","--","--","--","--","--","--"
"17","1011.9","1014.1","27.5","23.8","80","2.4","10","5.0","360","T","0.1","0.0","0.12","15.0","0","10.0","--","--","--","--","--","--","--"
"18","1012.2","1014.4","26.1","23.6","86","3.9","340","7.0","350","T","0.2","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"19","1012.9","1015.1","25.1","23.5","91","4.6","330","8.9","360","T","0.4","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1013.4","1015.6","25.5","23.0","86","3.0","320","6.2","340","T","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1013.8","1016.0","26.0","22.9","83","2.4","340","6.8","340","0.0","0.0","--","0.00","--","0","--","27.1","27.9","28.4","29.2","29.4","29.2","28.6"
"22","1014.0","1016.2","25.3","23.4","89","1.9","300","7.2","330","T","0.3","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1013.8","1016.0","25.6","22.9","85","2.2","300","4.0","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1013.4","1015.6","25.1","23.3","90","1.7","250","3.1","290","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
