"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","999.9","1002.1","24.2","22.1","88","2.5","270","11.3","10","1.5","0.9","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","998.4","1000.6","24.7","22.8","89","3.1","360","4.4","320","T","0.3","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","997.6","999.8","24.9","22.2","85","2.3","330","4.4","350","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","998.0","1000.2","24.5","20.6","79","2.5","290","3.8","280","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","998.6","1000.8","24.2","22.6","91","5.7","240","9.0","220","0.0","0.0","--","0.00","--","0","--","27.1","27.8","29.0","31.1","32.8","33.5","33.2"
"06","999.4","1001.6","24.2","22.1","88","4.0","230","9.8","240","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"07","999.8","1002.0","25.0","22.1","84","4.6","240","7.7","240","0.0","0.0","0.2","0.31","--","0","--","--","--","--","--","--","--","--"
"08","999.8","1002.0","26.9","22.8","78","3.5","240","7.3","240","0.0","0.0","0.5","0.99","25.0","1","3.0","--","--","--","--","--","--","--"
"09","999.9","1002.1","28.3","22.8","72","3.2","240","6.2","240","0.0","0.0","1.0","1.46","25.0","3","2.0","27.6","27.7","28.4","30.1","32.0","33.2","33.2"
"10","999.9","1002.1","30.6","21.7","59","1.2","120","4.2","230","0.0","0.0","1.0","2.88","--","8","--","--","--","--","--","--","--","--"
"11","999.6","1001.7","31.3","22.9","61","2.7","110","5.2","110","0.0","0.0","1.0","3.58","25.0","11","4.0","--","--","--","--","--","--","--"
"12","998.5","1000.6","31.4","24.0","65","3.4","110","4.8","100","0.0","0.0","1.0","2.90","--","11","--","--","--","--","--","--","--","--"
"13","997.7","999.8","31.5","23.4","62","3.8","80","6.9","80","0.0","0.0","1.0","3.54","--","12","--","--","--","--","--","--","--","--"
"14","997.3","999.4","30.7","23.6","66","4.0","70","7.9","80","0.0","0.0","0.9","2.76","20.0","9","5.0","33.4","32.4","32.2","30.8","31.7","33.0","33.2"
"15","997.1","999.3","29.1","24.0","74","4.7","50","8.7","50","0.0","0.0","0.4","1.43","--","5","--","--","--","--","--","--","--","--"
"16","997.2","999.4","29.0","24.1","75","4.5","60","7.9","70","0.0","0.0","0.1","0.62","--","2","--","--","--","--","--","--","--","--"
"17","997.2","999.4","28.8","23.9","75","3.4","60","7.0","70","0.0","0.0","0.0","0.22","15.0","1","8.0","--","--","--","--","--","--","--"
"18","997.3","999.5","28.7","24.3","77","2.9","50","6.4","80","0.0","0.0","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"19","997.9","1000.1","28.0","24.4","81","0.9","250","4.6","70","T","0.1","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","999.1","1001.3","26.5","24.7","90","3.7","240","6.0","230","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","999.6","1001.8","25.7","24.7","94","2.7","250","5.2","240","0.5","0.5","--","0.00","--","0","--","29.2","30.0","31.0","32.0","32.8","33.1","33.1"
"22","999.4","1001.6","25.6","24.4","93","4.5","240","6.0","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","999.2","1001.4","25.5","24.5","94","3.1","250","6.6","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","999.0","1001.2","25.3","23.9","92","4.4","240","6.2","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
