"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1006.3","1008.5","27.8","24.2","81","2.9","230","4.2","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1005.8","1008.0","27.3","24.8","86","3.1","230","5.3","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1005.7","1007.9","27.2","24.3","84","3.6","240","5.4","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1005.9","1008.1","27.0","24.1","84","3.4","240","6.1","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1006.3","1008.5","26.8","23.7","83","2.7","250","4.6","240","0.0","0.0","--","0.00","--","0","--","29.4","30.7","31.7","32.9","33.8","34.4","32.7"
"06","1007.0","1009.2","26.7","23.8","84","3.0","240","4.4","250","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","1007.4","1009.6","27.4","24.3","83","2.1","240","5.2","240","0.0","0.0","1.0","0.50","--","0","--","--","--","--","--","--","--","--"
"08","1007.9","1010.1","29.7","23.7","70","1.8","200","3.5","250","0.0","0.0","1.0","1.31","20.0","2","1.0","--","--","--","--","--","--","--"
"09","1008.0","1010.2","30.7","24.1","68","1.7","150","3.0","140","0.0","0.0","1.0","2.12","20.0","4","1.0","30.1","30.3","31.1","32.2","33.4","34.4","32.8"
"10","1007.7","1009.9","31.2","24.1","66","2.8","110","3.7","140","0.0","0.0","1.0","2.80","--","7","--","--","--","--","--","--","--","--"
"11","1007.3","1009.5","31.9","25.3","68","3.0","110","4.3","120","0.0","0.0","1.0","3.30","20.0","10","2.0","--","--","--","--","--","--","--"
"12","1007.1","1009.3","32.1","26.4","72","3.2","110","4.6","130","0.0","0.0","1.0","3.48","--","12","--","--","--","--","--","--","--","--"
"13","1006.4","1008.6","31.8","26.1","72","3.1","120","4.4","130","0.0","0.0","1.0","3.49","--","12","--","--","--","--","--","--","--","--"
"14","1006.2","1008.4","31.8","25.9","71","2.9","130","4.2","130","0.0","0.0","1.0","2.89","20.0","9","4.0","36.2","34.5","33.8","32.7","33.2","34.3","32.8"
"15","1006.0","1008.2","32.0","25.6","69","2.3","160","4.1","130","0.0","0.0","1.0","2.65","--","7","--","--","--","--","--","--","--","--"
"16","1006.0","1008.2","31.6","25.7","71","2.0","130","4.3","160","0.0","0.0","0.9","1.63","--","3","--","--","--","--","--","--","--","--"
"17","1006.4","1008.6","30.4","25.5","75","2.4","160","3.7","160","0.0","0.0","0.8","0.97","20.0","1","5.0","--","--","--","--","--","--","--"
"18","1007.1","1009.3","29.9","25.9","79","1.8","160","3.9","170","0.0","0.0","0.0","0.13","--","0","--","--","--","--","--","--","--","--"
"19","1006.6","1008.8","29.7","26.1","81","1.7","160","2.8","170","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1006.9","1009.1","29.6","26.0","81","0.8","140","2.7","150","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1006.5","1008.7","29.5","26.1","82","0.7","140","2.0","310","0.0","0.0","--","0.00","--","0","--","32.4","33.6","34.5","34.6","34.6","34.7","32.8"
"22","1007.0","1009.2","29.0","24.4","76","1.8","300","2.8","310","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1007.2","1009.4","28.2","24.4","80","2.6","240","4.1","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1007.1","1009.3","27.9","24.3","81","3.3","240","5.0","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
