"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1003.3","1005.5","26.8","24.3","86","3.3","240","6.1","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1003.1","1005.3","26.5","24.2","87","2.8","240","5.1","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1002.6","1004.8","26.3","24.2","88","2.6","250","5.2","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1002.4","1004.6","26.1","24.1","89","2.2","250","4.2","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1002.6","1004.8","26.0","23.9","88","2.1","260","4.1","250","0.0","0.0","--","0.00","--","0","--","28.3","29.1","30.0","31.2","32.3","33.5","32.0"
"06","1003.2","1005.4","25.8","24.0","90","3.6","240","6.2","230","0.0","0.0","0.1","0.04","--","0","--","--","--","--","--","--","--","--"
"07","1003.6","1005.8","27.1","24.2","84","3.8","240","6.5","230","0.0","0.0","1.0","0.59","--","0","--","--","--","--","--","--","--","--"
"08","1003.7","1005.9","29.4","24.3","74","2.8","220","5.2","220","0.0","0.0","1.0","1.41","25.0","2","2.0","--","--","--","--","--","--","--"
"09","1003.8","1006.0","30.7","24.6","70","1.7","160","3.0","250","0.0","0.0","1.0","2.18","25.0","5","2.0","29.1","29.0","29.7","30.6","31.9","33.4","32.1"
"10","1003.7","1005.9","31.0","24.7","69","2.3","130","3.6","130","0.0","0.0","1.0","2.86","--","8","--","--","--","--","--","--","--","--"
"11","1003.5","1005.7","31.6","26.0","72","2.9","110","4.0","120","0.0","0.0","1.0","3.37","25.0","11","3.0","--","--","--","--","--","--","--"
"12","1003.0","1005.1","32.7","26.5","70","3.1","120","4.7","100","0.0","0.0","1.0","3.68","--","13","--","--","--","--","--","--","--","--"
"13","1002.7","1004.8","32.5","26.3","70","3.1","140","5.0","130","0.0","0.0","0.9","3.57","--","13","--","--","--","--","--","--","--","--"
"14","1002.2","1004.3","31.5","26.1","73","2.6","160","4.7","180","0.0","0.0","0.7","2.92","20.0","10","4.0","34.1","32.6","32.3","31.4","31.9","33.3","32.1"
"15","1001.9","1004.1","30.8","26.3","77","1.7","140","4.1","160","0.0","0.0","0.0","1.08","--","4","--","--","--","--","--","--","--","--"
"16","1002.1","1004.3","29.9","25.7","78","3.5","220","6.4","220","0.0","0.0","0.0","0.61","--","2","--","--","--","--","--","--","--","--"
"17","1002.1","1004.3","28.7","24.5","78","3.3","240","6.7","230","T","0.1","0.0","0.23","18.0","0","10.0","--","--","--","--","--","--","--"
"18","1002.2","1004.4","27.8","24.9","84","4.2","240","6.9","240","T","0.4","0.0","0.06","--","0","--","--","--","--","--","--","--","--"
"19","1003.1","1005.3","27.4","24.3","83","4.7","240","7.8","230","T","0.2","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"20","1003.1","1005.3","27.5","24.4","83","3.2","240","6.5","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1002.5","1004.7","27.6","24.3","82","2.1","260","5.2","240","T","0.1","--","0.00","--","0","--","30.3","31.1","31.9","32.7","33.0","33.6","32.1"
"22","1002.4","1004.6","26.9","24.4","86","5.2","240","8.2","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1002.4","1004.6","26.6","24.1","86","4.1","240","7.9","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1002.1","1004.3","26.7","23.8","84","4.7","240","6.8","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
