"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1000.6","1002.8","27.5","25.0","86","3.8","230","5.5","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1000.2","1002.4","26.9","24.6","87","3.1","240","4.4","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1000.1","1002.3","26.8","24.7","88","3.0","250","5.0","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1000.1","1002.3","26.7","24.2","86","1.7","270","5.0","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1000.4","1002.6","26.4","24.1","87","2.8","240","4.0","240","0.0","0.0","--","0.00","--","0","--","28.8","30.1","31.0","32.1","33.0","33.6","32.1"
"06","1001.1","1003.3","26.1","24.1","89","2.9","240","4.7","230","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"07","1001.6","1003.8","27.1","24.2","84","2.9","250","4.7","230","0.0","0.0","0.9","0.46","--","0","--","--","--","--","--","--","--","--"
"08","1001.7","1003.9","29.5","24.2","73","1.7","220","4.1","230","0.0","0.0","1.0","1.32","20.0","2","3.0","--","--","--","--","--","--","--"
"09","1002.0","1004.2","31.2","24.1","66","1.7","170","3.1","170","0.0","0.0","1.0","2.12","25.0","4","2.0","29.8","29.8","30.4","31.4","32.5","33.5","32.2"
"10","1001.6","1003.8","31.1","25.7","73","2.8","160","4.1","170","0.0","0.0","1.0","2.76","--","7","--","--","--","--","--","--","--","--"
"11","1001.7","1003.8","31.7","27.0","76","2.8","130","4.6","170","0.0","0.0","1.0","3.29","25.0","10","1.0","--","--","--","--","--","--","--"
"12","1001.1","1003.2","32.1","26.4","72","3.5","110","4.9","130","0.0","0.0","1.0","3.54","--","12","--","--","--","--","--","--","--","--"
"13","1000.6","1002.7","32.0","25.6","69","3.6","80","6.0","80","0.0","0.0","0.9","3.21","--","11","--","--","--","--","--","--","--","--"
"14","1000.1","1002.2","32.0","24.9","66","3.2","90","6.6","90","0.0","0.0","1.0","3.19","25.0","9","2.0","35.9","34.1","33.5","32.2","32.5","33.5","32.2"
"15","1000.0","1002.1","31.9","25.0","67","4.0","80","6.6","90","0.0","0.0","1.0","2.65","--","7","--","--","--","--","--","--","--","--"
"16","1000.1","1002.2","31.9","25.8","70","3.3","90","6.3","70","0.0","0.0","1.0","1.94","--","4","--","--","--","--","--","--","--","--"
"17","1000.5","1002.6","31.0","25.4","72","2.5","80","5.5","100","0.0","0.0","0.7","0.83","25.0","1","5.0","--","--","--","--","--","--","--"
"18","1000.8","1003.0","30.6","25.0","72","3.0","30","4.2","20","0.0","0.0","0.0","0.20","--","0","--","--","--","--","--","--","--","--"
"19","1001.8","1004.0","30.5","25.8","76","1.4","360","3.9","20","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1002.3","1004.5","30.4","25.5","75","0.8","20","2.9","60","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1003.0","1005.2","30.2","25.7","77","0.8","360","2.4","20","0.0","0.0","--","0.00","--","0","--","32.4","33.4","34.2","34.3","34.1","34.0","32.2"
"22","1003.0","1005.2","30.0","25.8","78","0.6","340","2.3","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1002.9","1005.1","29.5","24.4","74","1.4","300","2.3","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1002.8","1005.0","28.4","24.6","80","2.1","230","3.0","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
